"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"19966","서울특별시 영등포구 문래동6가","57","0057","0000","문래롯데캐슬","월세","53.9000","202603","18","10,000","94","20","2020","선유로9길 30","202605~202805","갱신","-","10,000","90","아파트"
"19967","서울특별시 영등포구 문래동6가","57","0057","0000","문래롯데캐슬","월세","59.9000","202603","18","25,800","65","11","2020","선유로9길 30","202605~202805","갱신","-","25,000","63","아파트"
"19968","서울특별시 영등포구 문래동6가","47-1","0047","0001","대원","전세","84.7800","202603","18","70,000","0","7","1998","문래로4길 26","202605~202805","신규","-","","","아파트"
"19969","서울특별시 구로구 천왕동","276-2","0276","0002","천왕이펜하우스8단지","월세","36.8700","202603","18","9,283","12","12","2018","금오로 882","202604~202803","갱신","-","6,636","22","아파트"
"19970","서울특별시 구로구 오류동","340","0340","0000","삼천리","전세","84.7500","202603","18","38,500","0","21","1998","경인로8길 75","202604~202804","갱신","사용","37,000","0","아파트"
"19971","서울특별시 관악구 봉천동","880-41","0880","0041","리마크빌","월세","20.4500","202603","18","1,000","78","9","2016","남부순환로216길 24","202604~202704","신규","-","","","아파트"
"19972","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","월세","84.7500","202603","18","25,000","130","14","2004","관악로30길 27","202606~202806","갱신","사용","25,000","120","아파트"
"19973","서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","전세","84.8540","202603","18","69,300","0","11","2014","도영로 66","202604~202804","갱신","사용","66,000","0","아파트"
"19974","서울특별시 구로구 천왕동","275","0275","0000","천왕이펜하우스6단지","월세","59.9500","202603","18","2,292","45","15","2011","천왕로 9","202604~202803","갱신","-","5,515","36","아파트"
"19975","서울특별시 동작구 신대방동","360-17","0360","0017","신동아","월세","48.1800","202603","18","5,000","90","11","1993","여의대방로22아길 22","202604~202804","신규","-","","","아파트"
"19976","서울특별시 동작구 신대방동","713","0713","0000","롯데낙천대","전세","55.4561","202603","18","56,000","0","4","2003","여의대방로10길 38","202605~202805","신규","-","","","아파트"
"19977","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","전세","59.9900","202603","18","54,000","0","5","2005","은천로 93","202605~202805","신규","-","","","아파트"
"19978","서울특별시 동작구 사당동","105","0105","0000","사당우성3","전세","108.0800","202603","18","65,000","0","4","1993","동작대로29길 115","202603~202803","갱신","-","60,000","0","아파트"
"19979","서울특별시 영등포구 당산동5가","43","0043","0000","당산센트럴아이파크","전세","84.9800","202603","18","109,000","0","19","2020","영신로 247","202612~202812","신규","-","","","아파트"
"19980","서울특별시 구로구 천왕동","281","0281","0000","천왕연지타운2단지","월세","49.3400","202603","18","5,439","35","2","2014","오리로 1102-10","202604~202803","갱신","-","5,235","33","아파트"
"19981","서울특별시 영등포구 당산동5가","43","0043","0000","당산센트럴아이파크","전세","84.9800","202603","18","109,000","0","19","2020","영신로 247","202612~202812","갱신","사용","109,000","0","아파트"
"19982","서울특별시 영등포구 당산동5가","43","0043","0000","당산센트럴아이파크","전세","84.9800","202603","18","109,000","0","19","2020","영신로 247","202612~202812","신규","-","","","아파트"
"19983","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","39.9800","202603","18","3,579","19","3","2020","여의대방로35가길 19","202604~202803","갱신","-","3,445","19","아파트"
"19984","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","49.9800","202603","18","4,414","24","1","2020","여의대방로35가길 19","202604~202803","갱신","-","4,248","23","아파트"
"19985","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","49.9800","202603","18","6,869","11","3","2020","여의대방로35가길 19","202604~202803","갱신","-","6,701","10","아파트"
"19986","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","39.9800","202603","18","3,579","19","1","2020","여의대방로35가길 19","202604~202803","갱신","-","3,445","19","아파트"
"19987","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","39.9800","202603","18","3,579","19","11","2020","여의대방로35가길 19","202604~202803","갱신","-","3,445","19","아파트"
"19988","서울특별시 구로구 천왕동","276-2","0276","0002","천왕이펜하우스8단지","월세","29.3800","202603","18","6,480","12","3","2018","금오로 882","202604~202803","갱신","-","4,533","15","아파트"
"19989","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","59.9800","202603","18","7,930","13","3","2020","여의대방로35가길 19","202604~202803","갱신","-","7,736","12","아파트"
"19990","서울특별시 동작구 사당동","105","0105","0000","극동(105)","전세","51.5700","202603","18","42,000","0","8","1993","동작대로29길 119","202604~202804","갱신","사용","40,000","0","아파트"
"19991","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","39.9800","202603","18","3,579","19","8","2020","여의대방로35가길 19","202604~202803","갱신","-","3,445","19","아파트"
"19992","서울특별시 영등포구 당산동3가","562","0562","0000","당산SHVILLE","월세","84.8500","202603","18","12,117","26","14","2005","영신로 183","202603~202806","신규","-","","","아파트"
"19993","서울특별시 영등포구 당산동3가","562","0562","0000","당산SHVILLE","월세","84.8900","202603","18","5,072","65","9","2005","영신로 183","202603~202806","신규","-","","","아파트"
"19994","서울특별시 영등포구 당산동3가","562","0562","0000","당산SHVILLE","월세","84.8500","202603","18","5,100","65","14","2005","영신로 183","202603~202806","신규","-","","","아파트"
"19995","서울특별시 구로구 천왕동","276-2","0276","0002","천왕이펜하우스8단지","월세","36.8700","202603","18","8,259","11","12","2018","금오로 882","202604~202803","갱신","-","5,971","20","아파트"
"19996","서울특별시 관악구 봉천동","1730","1730","0000","e편한세상서울대입구1단지","전세","84.9700","202603","18","82,000","0","16","2019","청룡10길 45","202605~202805","신규","-","","","아파트"
"19997","서울특별시 구로구 천왕동","276-2","0276","0002","천왕이펜하우스8단지","월세","36.8700","202603","18","8,160","11","13","2018","금오로 882","202604~202803","갱신","-","5,972","20","아파트"
"19998","서울특별시 영등포구 문래동5가","14","0014","0000","문래두산위브","전세","65.4600","202603","18","42,000","0","12","1988","선유로9나길 8","202604~202804","갱신","사용","40,000","0","아파트"
"19999","서울특별시 금천구 독산동","956","0956","0000","삼익","월세","59.9600","202603","18","10,000","80","3","1998","남부순환로120길 22","202605~202805","신규","-","","","아파트"
"20000","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","전세","59.9935","202603","18","31,421","0","28","2016","벚꽃로 40","202604~202803","갱신","-","32,917","0","아파트"
"20001","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","전세","59.9384","202603","18","31,421","0","13","2016","벚꽃로 40","202604~202803","갱신","-","29,925","0","아파트"
"20002","서울특별시 동작구 본동","494","0494","0000","래미안트윈파크","월세","41.1400","202603","18","3,286","19","11","2011","노량진로23가길 23","202604~202803","갱신","-","3,163","19","아파트"
"20003","서울특별시 구로구 천왕동","275","0275","0000","천왕이펜하우스6단지","월세","59.9500","202603","18","6,707","32","7","2011","천왕로 9","202604~202803","갱신","-","5,515","36","아파트"
"20004","서울특별시 구로구 천왕동","274","0274","0000","천왕이펜하우스7단지","월세","29.9600","202603","18","6,024","13","14","2017","천왕로 21","202604~202803","갱신","-","4,460","16","아파트"
"20005","서울특별시 구로구 천왕동","280","0280","0000","천왕연지타운1단지","전세","59.9700","202603","18","18,687","0","6","2013","오류로 30","202604~202803","갱신","-","17,798","0","아파트"
"20006","서울특별시 구로구 천왕동","278","0278","0000","천왕이펜하우스3단지","월세","49.8500","202603","18","7,576","15","5","2011","천왕로 56","202604~202803","갱신","-","7,412","13","아파트"
"20007","서울특별시 동작구 상도동","459","0459","0000","상도2차갑을명가","전세","84.9700","202603","18","41,000","0","9","2006","국사봉길 175","202604~202706","갱신","사용","40,000","0","아파트"
"20008","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","전세","70.9400","202603","18","55,000","0","9","2000","양평로17길 9","202605~202805","갱신","-","53,000","0","아파트"
"20009","서울특별시 영등포구 양평동3가","90-1","0090","0001","거성파스텔","전세","84.9900","202603","18","65,000","0","14","1999","선유로43가길 24","202605~202805","신규","-","","","아파트"
"20010","서울특별시 영등포구 양평동3가","19","0019","0000","월드메르디앙","월세","84.4400","202603","18","10,000","220","13","2005","선유서로 116","202604~202804","신규","-","","","아파트"
"20011","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","월세","73.1330","202603","18","10,000","200","16","2002","도신로29길 28","202605~202805","신규","-","","","아파트"
"20012","서울특별시 영등포구 대림동","946-1","0946","0001","대림현대","전세","59.7600","202603","18","39,900","0","13","1999","시흥대로187길 12","202603~202803","갱신","사용","38,000","0","아파트"
"20013","서울특별시 동작구 대방동","503","0503","0000","주공2","월세","51.6600","202603","18","30,000","56","10","1995","여의대방로44길 47","202606~202806","갱신","-","30,000","38","아파트"
"20014","서울특별시 동작구 대방동","503","0503","0000","주공2","월세","59.9700","202603","18","20,000","60","4","1995","여의대방로44길 47","202604~202704","갱신","-","20,000","53","아파트"
"20015","서울특별시 동작구 대방동","503","0503","0000","주공2","월세","58.6500","202603","18","5,000","155","11","1995","여의대방로44길 47","202604~202704","신규","-","","","아파트"
"20016","서울특별시 구로구 개봉동","480","0480","0000","현대홈타운","전세","84.9150","202603","18","45,718","0","19","2001","개봉로20길 158","202604~202804","갱신","사용","43,548","0","아파트"
"20017","서울특별시 구로구 개봉동","497","0497","0000","센트레빌레우스1단지","월세","84.9625","202603","18","17,323","73","16","2020","경인로 302","202605~202805","갱신","-","17,323","72","아파트"
"20018","서울특별시 구로구 개봉동","492","0492","0000","개봉푸르지오","전세","59.8600","202603","18","27,534","0","24","2014","남부순환로 775","202604~202803","갱신","-","26,223","0","아파트"
"20019","서울특별시 동작구 대방동","500","0500","0000","성원","전세","84.3200","202603","18","78,000","0","4","1994","여의대방로44길 9","202606~202806","갱신","사용","75,000","0","아파트"
"20020","서울특별시 송파구 송파동","162","0162","0000","송파삼성래미안아파트","전세","105.9900","202603","18","84,000","0","4","2001","오금로32길 14","202604~202804","갱신","사용","80,000","0","아파트"
"20021","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","39.9800","202603","18","5,479","9","3","2020","여의대방로35가길 19","202604~202803","갱신","-","3,579","19","아파트"
"20022","서울특별시 관악구 신림동","746-43","0746","0043","건영1","월세","41.0400","202603","18","2,000","70","11","1984","문성로 74","202605~202805","신규","-","","","아파트"
"20023","서울특별시 관악구 신림동","1694","1694","0000","신림현대","전세","119.4900","202603","18","52,500","0","8","1993","신림로29길 8","202604~202804","갱신","사용","50,000","0","아파트"
"20024","서울특별시 관악구 신림동","746-43","0746","0043","건영1","전세","60.2700","202603","18","30,000","0","12","1984","문성로 74","202605~202805","신규","-","","","아파트"
"20025","서울특별시 관악구 신림동","746-43","0746","0043","건영1","전세","60.2700","202603","18","30,000","0","12","1984","문성로 74","-","-","-","","","아파트"
"20026","서울특별시 관악구 신림동","1714","1714","0000","삼성산주공(주공3단지)","월세","83.2100","202603","18","9,000","140","11","2000","호암로 399","202606~202806","신규","-","","","아파트"
"20027","서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","월세","84.9700","202603","18","40,000","20","19","2008","난곡로 55","202603~202805","갱신","-","35,000","30","아파트"
"20028","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","전세","59.9384","202603","18","31,421","0","1","2016","벚꽃로 40","202604~202803","갱신","-","29,925","0","아파트"
"20029","서울특별시 송파구 송파동","243","0243","0000","래미안송파파인탑","전세","64.6600","202603","18","26,376","0","3","2012","오금로32길 31","202604~202803","갱신","-","25,120","0","아파트"
"20030","서울특별시 영등포구 신길동","4964","4964","0000","신길센트럴자이아파트","월세","59.9800","202603","18","40,000","130","8","2021","신길로29길 17","202604~202804","신규","-","","","아파트"
"20031","서울특별시 송파구 송파동","243","0243","0000","래미안송파파인탑","전세","53.3600","202603","18","21,198","0","1","2012","오금로32길 31","202604~202803","갱신","-","20,189","0","아파트"
"20032","서울특별시 동작구 노량진동","54-4","0054","0004","더써밋타워","월세","17.8400","202603","18","7,400","33","6","2024","장승배기로 174","202604~202804","신규","-","","","아파트"
"20033","서울특별시 서초구 방배동","1-19","0001","0019","그랑씨엘3차","전세","119.9600","202603","18","94,500","0","2","2005","사평대로6길 109-12","202605~202805","갱신","사용","90,000","0","아파트"
"20034","서울특별시 서초구 방배동","840-12","0840","0012","상지리츠빌7차","전세","173.5800","202603","18","178,000","0","6","2008","방배로28길 51","202604~202804","갱신","사용","170,000","0","아파트"
"20035","서울특별시 영등포구 양평동1가","20","0020","0000","신동아","전세","50.8100","202603","18","34,000","0","15","1982","영등포로12길 8","202604~202804","신규","-","","","아파트"
"20036","서울특별시 영등포구 양평동1가","20","0020","0000","신동아","전세","50.8100","202603","18","34,500","0","15","1982","영등포로12길 8","202605~202805","신규","-","","","아파트"
"20037","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(삼성)","전세","102.0000","202603","18","65,000","0","16","2003","성현로 80","202604~202804","갱신","사용","65,000","0","아파트"
"20038","서울특별시 관악구 봉천동","1729","1729","0000","서희스타힐스","전세","52.6000","202603","18","48,000","0","15","2015","청림3길 10","202604~202804","신규","-","","","아파트"
"20039","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","전세","84.9900","202603","18","63,000","0","10","2005","은천로 93","202605~202805","신규","-","","","아파트"
"20040","서울특별시 영등포구 양평동1가","20","0020","0000","신동아","전세","50.8100","202603","18","34,500","0","15","1982","영등포로12길 8","202605~202805","신규","-","","","아파트"
"20041","서울특별시 동작구 상도동","536","0536","0000","상도효성해링턴플레이스","월세","84.9506","202603","18","60,000","80","15","2016","상도로 207","202605~202805","신규","-","","","아파트"
"20042","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","월세","164.9100","202603","18","20,000","339","13","2004","상도로53길 8","202604~202804","갱신","사용","20,000","319","아파트"
"20043","서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","월세","32.7600","202603","18","4,500","85","5","1999","봉천로 576","202604~202804","신규","-","","","아파트"
"20044","서울특별시 금천구 시흥동","1009","1009","0000","시흥목련","월세","28.9500","202603","18","2,440","5","7","1996","금하로3길 26","202603~202806","신규","-","","","아파트"
"20045","서울특별시 금천구 시흥동","1009","1009","0000","시흥목련","월세","29.7200","202603","18","2,504","5","1","1996","금하로3길 26","202603~202806","신규","-","","","아파트"
"20046","서울특별시 영등포구 신길동","4969","4969","0000","힐스테이트클래시안","월세","39.9600","202603","18","3,203","16","4","2020","신길로28길 9","202604~202803","갱신","-","2,937","15","아파트"
"20047","서울특별시 영등포구 신길동","4964","4964","0000","신길센트럴자이아파트","전세","84.9800","202603","18","74,000","0","20","2021","신길로29길 17","202604~202804","갱신","사용","72,500","0","아파트"
"20048","서울특별시 동작구 흑석동","341","0341","0000","아크로리버하임","월세","84.7536","202603","18","2,000","110","16","2019","현충로 52","202605~202805","갱신","사용","2,000","110","아파트"
"20049","서울특별시 동작구 흑석동","327","0327","0000","청호","전세","59.8500","202603","18","41,500","0","4","1997","서달로2길 29","202605~202805","갱신","사용","40,000","0","아파트"
"20050","서울특별시 동작구 흑석동","341","0341","0000","아크로리버하임","월세","39.7717","202603","18","3,518","15","8","2019","현충로 52","202604~202803","갱신","-","3,386","15","아파트"
"20051","서울특별시 동작구 흑석동","28","0028","0000","한강현대","월세","131.0600","202603","18","5,000","320","13","1988","현충로 151","202604~202804","신규","-","","","아파트"
"20052","서울특별시 구로구 오류동","342","0342","0000","영풍마드레빌","월세","84.7410","202603","18","20,000","110","5","2002","경인로8길 64","202604~202804","신규","-","","","아파트"
"20053","서울특별시 구로구 오류동","357","0357","0000","오류동행복주택","월세","29.7600","202603","18","9,211","10","10","2018","경인로20가길 68","202604~202803","갱신","-","6,516","22","아파트"
"20054","서울특별시 구로구 오류동","338","0338","0000","동부골든","월세","59.9400","202603","18","14,000","60","8","1998","고척로 49","202604~202804","신규","-","","","아파트"
"20055","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","월세","49.9800","202603","18","6,597","10","6","2020","여의대방로35가길 19","202604~202803","갱신","-","4,147","22","아파트"
"20056","서울특별시 금천구 시흥동","1009","1009","0000","시흥목련","월세","29.7200","202603","18","1,208","12","1","1996","금하로3길 26","202603~202806","신규","-","","","아파트"
"20057","서울특별시 금천구 시흥동","1010","1010","0000","벽산","전세","114.8400","202603","18","45,000","0","2","2000","금하로 793","202605~202805","신규","-","","","아파트"
"20058","서울특별시 구로구 항동","244","0244","0000","우남퍼스트빌더센트럴","월세","84.9817","202603","18","20,000","120","16","2020","항동로 8","202604~202804","신규","-","","","아파트"
"20059","서울특별시 관악구 봉천동","1730-1","1730","0001","e편한세상서울대입구2단지","월세","84.9700","202603","18","1,000","300","18","2019","청룡16길 43","202604~202702","신규","-","","","아파트"
"20060","서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","전세","84.9740","202603","18","80,000","0","26","2014","도영로 66","202606~202806","신규","-","","","아파트"
"20061","서울특별시 중랑구 망우동","620","0620","0000","중랑숲시티프라디움","월세","55.9500","202603","18","16,893","20","19","2022","양원역로10길 47","202604~202803","갱신","-","11,517","42","아파트"
"20062","서울특별시 중랑구 망우동","620","0620","0000","중랑숲시티프라디움","월세","55.9500","202603","18","16,893","20","8","2022","양원역로10길 47","202604~202803","갱신","-","11,517","42","아파트"
"20063","서울특별시 강북구 미아동","1354","1354","0000","벽산라이브파크","월세","60.0000","202603","18","3,000","137","11","2004","솔샘로 159","202603~202803","갱신","사용","3,000","130","아파트"
"20064","서울특별시 도봉구 도봉동","30-1","0030","0001","한신","전세","84.9400","202603","18","40,000","0","4","1995","마들로 859-19","202606~202806","신규","-","","","아파트"
"20065","서울특별시 도봉구 도봉동","81-1","0081","0001","극동","월세","84.8300","202603","18","2,000","85","7","1991","도봉로180길 77","202606~202806","갱신","-","2,000","70","아파트"
"20066","서울특별시 강북구 미아동","1354","1354","0000","벽산라이브파크","전세","60.0000","202603","18","33,500","0","2","2004","솔샘로 159","202604~202804","갱신","-","32,000","0","아파트"
"20067","서울특별시 광진구 중곡동","698","0698","0000","타워캐슬","월세","13.0800","202603","18","1,000","50","6","2012","능동로 362","202603~202803","신규","-","","","아파트"
"20068","서울특별시 성북구 종암동","80","0080","0000","래미안크리시엘","전세","59.9900","202603","18","46,000","0","11","2004","종암로25길 30","202604~202704","갱신","-","44,000","0","아파트"
"20069","서울특별시 도봉구 도봉동","643","0643","0000","서광","월세","24.6600","202603","18","874","15","3","1999","마들로 770","202603~202806","신규","-","","","아파트"
"20070","서울특별시 성북구 정릉동","1030","1030","0000","정릉힐스테이트1차","전세","84.3070","202603","18","50,000","0","19","2007","북악산로 831","202604~202803","갱신","사용","50,000","0","아파트"
"20071","서울특별시 강북구 미아동","4","0004","0000","꿈의숲롯데캐슬","월세","39.7400","202603","18","9,195","34","5","2017","오현로 56","202604~202803","갱신","-","8,758","33","아파트"
"20072","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","전세","84.9700","202603","18","65,000","0","14","2010","삼양로19길 25","202605~202805","신규","-","","","아파트"
"20073","서울특별시 동대문구 청량리동","235-1","0235","0001","미주","전세","104.6000","202603","18","47,000","0","1","1978","약령시로 154","202606~202806","신규","-","","","아파트"
"20074","서울특별시 성북구 종암동","133","0133","0000","래미안세레니티","전세","59.9700","202603","18","54,000","0","1","2009","종암로23길 35","202606~202806","신규","-","","","아파트"
"20075","서울특별시 도봉구 도봉동","643","0643","0000","서광","월세","24.6600","202603","18","874","15","5","1999","마들로 770","202603~202806","신규","-","","","아파트"
"20076","서울특별시 동대문구 회기동","351","0351","0000","회기힐스테이트","월세","84.9900","202603","18","5,000","250","5","2011","회기로26길 15","202604~202804","신규","-","","","아파트"
"20077","서울특별시 동대문구 휘경동","372","0372","0000","휘경SK뷰","전세","84.6200","202603","18","37,599","0","5","2019","휘경로 60","202604~202803","갱신","-","37,599","0","아파트"
"20078","서울특별시 성북구 보문동6가","458","0458","0000","보문파크뷰자이","전세","59.1900","202603","18","54,000","0","9","2017","보문사길 111","202604~202804","갱신","-","47,250","0","아파트"
"20079","서울특별시 도봉구 창동","366","0366","0000","서울가든","전세","165.5500","202603","18","38,000","0","4","1992","해등로 32","202604~202804","갱신","-","8,000","0","아파트"
"20080","서울특별시 도봉구 창동","808","0808","0000","동아청솔","월세","59.7600","202603","18","30,000","27","7","1997","노해로69길 103","202607~202807","갱신","사용","30,000","20","아파트"
"20081","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","전세","49.9400","202603","18","18,900","0","1","1991","해등로 50","202603~202803","갱신","사용","18,000","0","아파트"
"20082","서울특별시 도봉구 창동","366","0366","0000","서울가든","전세","165.5500","202603","18","38,000","0","4","1992","해등로 32","202604~203004","갱신","-","8,000","0","아파트"
"20083","서울특별시 도봉구 창동","45","0045","0000","삼성래미안","전세","84.8700","202603","18","55,000","0","10","1992","노해로66길 21","202606~202806","신규","-","","","아파트"
"20084","서울특별시 성북구 보문동1가","228","0228","0000","보문리슈빌하우트","전세","59.7918","202603","18","75,000","0","12","2022","보문로26길 18","202605~202805","신규","-","","","아파트"
"20085","서울특별시 도봉구 쌍문동","158","0158","0000","한양7","전세","84.9200","202603","18","35,000","0","4","1993","해등로25길 41","202604~202704","신규","-","","","아파트"
"20086","서울특별시 중랑구 신내동","640","0640","0000","신내글로리움","월세","36.3600","202603","18","8,170","16","23","2019","신내로 208","202604~202803","갱신","-","5,953","25","아파트"
"20087","서울특별시 성북구 석관동","10","0010","0000","두산","전세","134.9700","202603","18","52,000","0","24","1998","화랑로48길 16","202605~202805","갱신","사용","50,000","0","아파트"
"20088","서울특별시 도봉구 쌍문동","734","0734","0000","시티프라디움","전세","68.9258","202603","18","47,000","0","6","2021","노해로 144","202603~202803","갱신","사용","45,000","0","아파트"
"20089","서울특별시 도봉구 쌍문동","725","0725","0000","쌍문동삼성래미안","전세","59.9899","202603","18","35,000","0","4","2002","우이천로 328","202606~202806","신규","-","","","아파트"
"20090","서울특별시 도봉구 쌍문동","199-1","0199","0001","금호1","전세","70.1300","202603","18","30,000","0","8","1990","해등로26길 20","202603~202803","갱신","-","30,000","0","아파트"
"20091","서울특별시 도봉구 쌍문동","158","0158","0000","한양7","전세","84.9200","202603","18","35,000","0","4","1993","해등로25길 41","202604~202704","신규","-","","","아파트"
"20092","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.9800","202603","18","13,870","0","3","2010","용마산로 669","202604~202803","갱신","-","13,210","0","아파트"
"20093","서울특별시 중랑구 신내동","487","0487","0000","라이프미성","전세","59.6000","202603","18","28,000","0","10","1992","용마산로129나길 101","202606~202806","신규","-","","","아파트"
"20094","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.9800","202603","18","13,870","0","13","2010","용마산로 669","202604~202803","갱신","-","13,210","0","아파트"
"20095","서울특별시 강북구 수유동","47-23","0047","0023","수유아름채","월세","12.9300","202603","18","1,000","100","8","2025","덕릉로 69","202603~202803","신규","-","","","아파트"
"20096","서울특별시 강북구 수유동","190-18","0190","0018","포엠빌","월세","100.3850","202603","18","27,500","77","4","2008","한천로139가길 26","202603~202803","갱신","-","32,500","50","아파트"
"20097","서울특별시 도봉구 쌍문동","199-1","0199","0001","금호1","전세","70.1300","202603","18","30,000","0","8","1990","해등로26길 20","202603~202803","갱신","-","30,000","0","아파트"
"20098","서울특별시 도봉구 쌍문동","158","0158","0000","한양7","전세","84.9200","202603","18","35,000","0","4","1993","해등로25길 41","202604~202704","신규","-","","","아파트"
"20099","서울특별시 성북구 돈암동","632","0632","0000","돈암동 풍림아파트 101~105동","전세","84.6800","202603","18","44,100","0","9","1999","북악산로 913","202604~202804","갱신","사용","42,000","0","아파트"
"20100","서울특별시 동대문구 용두동","796","0796","0000","래미안엘리니티","월세","59.9200","202603","18","15,000","170","3","2022","한빛로 49","202605~202612","신규","-","","","아파트"
"20101","서울특별시 동대문구 용두동","255-49","0255","0049","청계한양아이클래스","월세","14.2200","202603","18","16,000","15","18","2019","청계천로 461","202604~202804","신규","-","","","아파트"
"20102","서울특별시 광진구 자양동","670","0670","0000","현대3","월세","84.9000","202603","18","10,000","260","23","1996","뚝섬로56가길 10","202603~202803","신규","-","","","아파트"
"20103","서울특별시 광진구 자양동","861","0861","0000","자양호반써밋","월세","59.0905","202603","18","20,000","380","11","2021","능동로 69","202604~202706","신규","-","","","아파트"
"20104","서울특별시 동대문구 신설동","117-9","0117","0009","신설동지웰홈스","월세","19.7000","202603","18","650","79","9","2017","난계로 242","202603~202703","신규","-","","","아파트"
"20105","서울특별시 동대문구 신설동","109-13","0109","0013","청계천대성스카이렉스1","월세","75.2400","202603","18","40,000","100","12","2007","청계천로 417","202603~202803","신규","-","","","아파트"
"20106","서울특별시 성북구 석관동","413","0413","0000","장위아트포레","월세","17.0000","202603","18","1,000","100","7","2025","화랑로 202","202603~202703","신규","-","","","아파트"
"20107","서울특별시 성북구 석관동","404","0404","0000","삼성","전세","84.7200","202603","18","47,000","0","11","1997","한천로68길 51","202604~202804","신규","-","","","아파트"
"20108","서울특별시 중랑구 묵동","13","0013","0000","신내","전세","49.7700","202603","18","31,000","0","10","1996","숙선옹주로 91","202610~202810","신규","-","","","아파트"
"20109","서울특별시 중랑구 묵동","396","0396","0000","이편한세상화랑대","전세","59.9530","202603","18","29,654","0","2","2017","숙선옹주로 45","202604~202803","갱신","-","28,242","0","아파트"
"20110","서울특별시 중랑구 묵동","176-39","0176","0039","칼튼테라스","월세","33.7437","202603","18","7,636","48","9","2021","공릉로2길 8-4","202605~202805","갱신","-","7,636","46","아파트"
"20111","서울특별시 성북구 장위동","322","0322","0000","래미안포레카운티","월세","39.9000","202603","18","11,224","31","3","2021","장월로 160","202604~202803","갱신","-","9,463","36","아파트"
"20112","서울특별시 성북구 석관동","410","0410","0000","래미안아트리치","월세","44.1900","202603","18","5,789","9","16","2019","돌곶이로8길 22","202604~202803","갱신","-","3,300","21","아파트"
"20113","서울특별시 성북구 석관동","410","0410","0000","래미안아트리치","월세","44.1900","202603","18","5,594","10","4","2019","돌곶이로8길 22","202604~202803","갱신","-","3,300","21","아파트"
"20114","서울특별시 광진구 자양동","783-1","0783","0001","자양우성7","전세","59.9400","202603","18","69,000","0","2","1998","아차산로36길 39","202605~202805","신규","-","","","아파트"
"20115","서울특별시 광진구 자양동","779-11","0779","0011","구의현대하이엘","월세","59.4000","202603","18","5,000","170","11","2005","자양로 113","202605~202805","신규","-","","","아파트"
"20116","서울특별시 중랑구 신내동","826","0826","0000","우디안3단지","월세","29.7100","202603","18","7,584","12","4","2017","신내역로1길 142","202604~202803","갱신","-","5,832","21","아파트"
"20117","서울특별시 중랑구 신내동","826","0826","0000","우디안3단지","월세","29.8400","202603","18","7,584","12","4","2017","신내역로1길 142","202604~202803","갱신","-","5,832","21","아파트"
"20118","서울특별시 중랑구 신내동","826","0826","0000","우디안3단지","월세","29.7100","202603","18","8,692","16","5","2017","신내역로1길 142","202604~202803","갱신","-","6,415","24","아파트"
"20119","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","31.8500","202603","18","7,268","12","3","2018","신내역로 160","202604~202803","갱신","-","5,670","20","아파트"
"20120","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","31.8500","202603","18","7,664","12","1","2018","신내역로 160","202604~202803","갱신","-","5,985","21","아파트"
"20121","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","31.8500","202603","18","7,268","12","5","2018","신내역로 160","202604~202803","갱신","-","5,670","20","아파트"
