"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"32879","서울특별시 광진구 구의동","610","0610","0000","구의현대6단지","전세","84.9200","202602","28","74,000","0","11","1994","구의강변로 94","202605~202805","신규","-","","","아파트"
"32880","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","6,900","40","9","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32881","서울특별시 광진구 구의동","71-1","0071","0001","스위트빌(71-1)","월세","15.4200","202602","28","5,000","34","5","2013","자양로42길 2","202604~202804","신규","-","","","아파트"
"32882","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","3,500","53","6","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32883","서울특별시 중랑구 묵동","385","0385","0000","현대아이파크","전세","101.4007","202602","28","65,000","0","21","2002","중랑천로 286","202603~202803","신규","-","","","아파트"
"32884","서울특별시 성북구 장위동","322","0322","0000","래미안포레카운티","전세","84.9700","202602","28","57,750","0","10","2021","장월로 160","202603~202803","갱신","사용","55,000","0","아파트"
"32885","서울특별시 성북구 장위동","320","0320","0000","래미안장위퍼스트하이","월세","59.9900","202602","28","10,000","142","4","2020","한천로 713","-","-","-","","","아파트"
"32886","서울특별시 동대문구 장안동","418-1","0418","0001","유니트125","월세","18.0300","202602","28","6,620","66","9","2026","한천로2길 75","202603~202803","신규","-","","","아파트"
"32887","서울특별시 동대문구 장안동","345-10","0345","0010","코지언레지던스","월세","13.0800","202602","28","7,000","21","7","2013","장한로26가길 31","202603~202803","신규","-","","","아파트"
"32888","서울특별시 동대문구 장안동","95-1","0095","0001","장안현대","월세","95.4000","202602","28","3,000","40","10","1984","한천로 224","202603~202703","신규","-","","","아파트"
"32889","서울특별시 동대문구 장안동","373-3","0373","0003","현대썬앤빌601","월세","18.3500","202602","28","500","65","4","2015","장한로 91","202602~202702","갱신","사용","500","65","아파트"
"32890","서울특별시 동대문구 장안동","418-1","0418","0001","유니트125","월세","18.0300","202602","28","6,620","66","9","2026","한천로2길 75","202603~202803","신규","-","","","아파트"
"32891","서울특별시 동대문구 신설동","100-26","0100","0026","포레스트힐시티","월세","14.7000","202602","28","1,000","73","20","2018","청계천로 443","202603~202703","신규","-","","","아파트"
"32892","서울특별시 동대문구 신설동","100-26","0100","0026","포레스트힐시티","월세","14.7500","202602","28","1,000","71","17","2018","청계천로 443","202603~202703","신규","-","","","아파트"
"32893","서울특별시 동대문구 장안동","465-15","0465","0015","파히나더그로브","월세","29.1000","202602","28","5,500","150","4","2023","천호대로 437","202603~202803","신규","-","","","아파트"
"32894","서울특별시 동대문구 장안동","329-3","0329","0003","래미안장안2차","월세","64.8500","202602","28","5,000","190","21","2007","장안벚꽃로 167","202603~202803","신규","-","","","아파트"
"32895","서울특별시 도봉구 방학동","717-2","0717","0002","방학지음재힐스","월세","21.5100","202602","28","1,000","70","5","2018","도봉로150다길 28","202602~202702","신규","-","","","아파트"
"32896","서울특별시 도봉구 방학동","718-7","0718","0007","이에스에이아파트1","전세","124.6600","202602","28","40,950","0","6","2003","마들로 657","202603~202803","갱신","사용","39,000","0","아파트"
"32897","서울특별시 강북구 수유동","730","0730","0000","래미안수유","월세","59.8800","202602","28","7,000","90","1","2001","한천로159길 8","202603~202803","신규","-","","","아파트"
"32898","서울특별시 강북구 수유동","279-74","0279","0074","수유다우아트리체","월세","14.7300","202602","28","1,000","63","5","2018","한천로 1174","202603~202703","신규","-","","","아파트"
"32899","서울특별시 강북구 수유동","729","0729","0000","수유현대","전세","59.6700","202602","28","26,000","0","7","2000","한천로 1131","202604~202804","갱신","사용","25,000","0","아파트"
"32900","서울특별시 강북구 수유동","279-74","0279","0074","수유다우아트리체","월세","14.8600","202602","28","1,000","70","6","2018","한천로 1174","202602~202702","신규","-","","","아파트"
"32901","서울특별시 동대문구 장안동","354-2","0354","0002","래미안장안","월세","84.7740","202602","28","10,000","200","5","2003","장한로14길 81","202604~202804","신규","-","","","아파트"
"32902","서울특별시 성북구 보문동1가","228","0228","0000","보문리슈빌하우트","월세","84.9055","202602","28","10,000","350","11","2022","보문로26길 18","202605~202805","갱신","-","35,000","150","아파트"
"32903","서울특별시 성북구 보문동6가","458","0458","0000","보문파크뷰자이","전세","84.9900","202602","28","49,000","0","1","2017","보문사길 111","202604~202804","갱신","사용","47,000","0","아파트"
"32904","서울특별시 동대문구 답십리동","530-4","0530","0004","보광타워","월세","16.1300","202602","28","1,000","80","12","2019","황물로 90","202602~202702","신규","-","","","아파트"
"32905","서울특별시 성북구 돈암동","1","0001","0000","돈암현대아파트","전세","68.7600","202602","28","45,000","0","5","1991","정릉로 404","202603~202803","갱신","-","42,000","0","아파트"
"32906","서울특별시 성북구 돈암동","643","0643","0000","길음역금호어울림센터힐","전세","84.9400","202602","28","68,000","0","7","2014","동소문로34길 73","202604~202804","신규","-","","","아파트"
"32907","서울특별시 성북구 돈암동","15-1","0015","0001","돈암동삼성","전세","84.5900","202602","28","54,000","0","5","1999","동소문로34길 24","202602~202802","갱신","사용","52,000","0","아파트"
"32908","서울특별시 성북구 돈암동","633","0633","0000","동부센트레빌","전세","115.5100","202602","28","68,250","0","12","2003","정릉로 388","202602~202802","갱신","사용","65,000","0","아파트"
"32909","서울특별시 동대문구 휘경동","78","0078","0000","롯데","월세","59.9400","202602","28","5,000","160","19","2000","망우로 95","202604~202803","신규","-","","","아파트"
"32910","서울특별시 동대문구 휘경동","78","0078","0000","롯데","월세","59.9400","202602","28","5,000","160","19","2000","망우로 95","202604~202803","신규","-","","","아파트"
"32911","서울특별시 동대문구 휘경동","57","0057","0000","주공2","월세","59.7900","202602","28","5,000","130","10","2001","한천로 248","202603~202803","신규","-","","","아파트"
"32912","서울특별시 동대문구 답십리동","1014","1014","0000","답십리파크자이","전세","49.2700","202602","28","53,500","0","3","2019","답십리로56길 105","202603~202803","갱신","사용","51,000","0","아파트"
"32913","서울특별시 동대문구 답십리동","1001","1001","0000","한신휴플러스그린파크","전세","59.9200","202602","28","42,000","0","8","2010","답십리로38길 14","202603~202803","갱신","사용","40,000","0","아파트"
"32914","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","월세","14.8200","202602","28","500","60","9","2016","고미술로 71","202603~202708","신규","-","","","아파트"
"32915","서울특별시 성북구 하월곡동","88-64","0088","0064","성북힐스테이트(101동)","전세","84.6900","202602","28","60,000","0","11","2007","동소문로44길 43","202606~202806","신규","-","","","아파트"
"32916","서울특별시 성북구 하월곡동","225","0225","0000","래미안월곡","전세","114.6780","202602","28","70,000","0","3","2006","오패산로 90","202606~202806","신규","-","","","아파트"
"32917","서울특별시 성북구 하월곡동","225","0225","0000","래미안월곡","월세","59.7540","202602","28","15,000","130","3","2006","오패산로 90","202605~202805","신규","-","","","아파트"
"32918","서울특별시 성북구 하월곡동","222","0222","0000","월곡두산위브","월세","59.8550","202602","28","5,000","190","19","2003","오패산로 46","202603~202803","신규","-","","","아파트"
"32919","서울특별시 중랑구 망우동","508-14","0508","0014","해오름101동","전세","84.9720","202602","28","40,000","0","5","2005","망우로58길 33-6","202605~202805","신규","-","","","아파트"
"32920","서울특별시 중랑구 망우동","178-80","0178","0080","염광(5,8,10,11동)","전세","36.9000","202602","28","8,400","0","5","1984","망우로81길 27","202603~202803","신규","-","","","아파트"
"32921","서울특별시 중랑구 망우동","506-14","0506","0014","(506-14)","월세","15.5000","202602","28","2,000","50","13","2012","상봉로26길 9","202603~202803","신규","-","","","아파트"
"32922","서울특별시 성북구 하월곡동","222","0222","0000","월곡두산위브","전세","84.8430","202602","28","48,300","0","20","2003","오패산로 46","202605~202805","갱신","사용","46,000","0","아파트"
"32923","서울특별시 광진구 광장동","484","0484","0000","현대3","전세","59.6700","202602","28","55,000","0","17","1990","아차산로70길 62","202604~202804","신규","-","","","아파트"
"32924","서울특별시 광진구 광장동","148-4","0148","0004","워커힐푸르지오","전세","69.0100","202602","28","75,000","0","6","1987","아차산로78길 10","202603~202803","신규","-","","","아파트"
"32925","서울특별시 광진구 광장동","148-4","0148","0004","워커힐푸르지오","전세","69.0100","202602","28","75,000","0","6","1987","아차산로78길 10","202603~202803","신규","-","","","아파트"
"32926","서울특별시 광진구 광장동","484","0484","0000","현대3","전세","84.9700","202602","28","72,000","0","2","1990","아차산로70길 62","202604~202802","갱신","사용","69,000","0","아파트"
"32927","서울특별시 광진구 광장동","218-1","0218","0001","극동1","전세","84.5500","202602","28","60,000","0","9","1985","아차산로 552","202602~202710","신규","-","","","아파트"
"32928","서울특별시 광진구 광장동","567","0567","0000","광나루현대","전세","84.9200","202602","28","63,000","0","10","1996","아차산로76길 31","202605~202805","갱신","사용","60,000","0","아파트"
