"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"15494","서울특별시 서대문구 연희동","51-129","0051","0129","연희그린빌","전세","99.2200","202603","10","42,000","0","5","2005","연희로14길 62-33","202604~202804","갱신","-","34,000","0","연립다세대"
"15495","서울특별시 서대문구 홍은동","11-546","0011","0546","대가트라움","월세","29.2600","202603","10","1,000","74","3","2019","홍은중앙로9길 63","202603~202703","신규","-","","","연립다세대"
"15496","서울특별시 서대문구 홍은동","265-402","0265","0402","현대맨션(A동)","월세","72.5400","202603","10","3,000","130","4","2003","연희로37길 77-13","202604~202804","신규","-","","","연립다세대"
"15497","서울특별시 서대문구 홍은동","415-1","0415","0001","대명빌라","월세","50.5000","202603","10","16,000","35","2","2002","증가로4길 56","202604~202804","신규","-","","","연립다세대"
"15498","서울특별시 서대문구 홍은동","407-25","0407","0025","써드플레이스7","월세","46.6400","202603","10","5,500","136","4","2023","증가로8길 76-1","202603~202803","신규","-","","","연립다세대"
"15499","서울특별시 서대문구 북가좌동","296-26","0296","0026","동진홈타운(296-26)","월세","56.0400","202603","10","20,000","25","4","2013","증가로21길 30","202604~202804","신규","-","","","연립다세대"
"15500","서울특별시 서대문구 북가좌동","296-26","0296","0026","동진홈타운(296-26)","월세","56.0400","202603","10","20,000","25","4","2013","증가로21길 30","202605~202805","신규","-","","","연립다세대"
"15501","서울특별시 서대문구 북가좌동","328-14","0328","0014","다인하우스(328-14)","월세","14.6200","202603","10","500","47","2","2012","증가로29길 12","202604~202804","신규","-","","","연립다세대"
"15502","서울특별시 서대문구 남가좌동","325-9","0325","0009","(325-9)","월세","38.2400","202603","10","5,500","135","5","2024","증가로10길 48-6","202603~202803","신규","-","","","연립다세대"
"15503","서울특별시 마포구 아현동","749-3","0749","0003","현대빌라(A,B동)(구389-10)","전세","39.4800","202603","10","18,000","0","3","1994","환일8길 11","202604~202804","신규","-","","","연립다세대"
"15504","서울특별시 마포구 아현동","749-3","0749","0003","현대빌라(A,B동)(구389-10)","전세","39.4800","202603","10","18,000","0","3","1994","환일8길 11","202604~202804","신규","-","","","연립다세대"
"15505","서울특별시 마포구 도화동","242","0242","0000","마포리치빌","월세","25.7800","202603","10","25,000","10","3","2018","도화2안길 26","202604~202804","신규","-","","","연립다세대"
"15506","서울특별시 마포구 염리동","81-73","0081","0073","벧엘하우스","전세","29.8600","202603","10","25,000","0","3","2020","백범로17안길 9-3","202604~202804","신규","-","","","연립다세대"
"15507","서울특별시 마포구 염리동","81-73","0081","0073","벧엘하우스","전세","29.8600","202603","10","25,000","0","3","2020","백범로17안길 9-3","202604~202804","신규","-","","","연립다세대"
"15508","서울특별시 마포구 염리동","81-60","0081","0060","나비빌","전세","20.9900","202603","10","21,000","0","5","2020","백범로17길 44","202603~202802","갱신","사용","20,000","0","연립다세대"
"15509","서울특별시 마포구 노고산동","20-75","0020","0075","신촌힐하우스(20-75)","전세","13.5200","202603","10","13,600","0","4","2021","고산2길 82","202605~202805","신규","-","","","연립다세대"
"15510","서울특별시 마포구 신수동","62-111","0062","0111","(62-111)","전세","63.7600","202603","10","30,000","0","3","1994","대흥로11안길 7","202605~202805","신규","-","","","연립다세대"
"15511","서울특별시 마포구 구수동","21-4","0021","0004","근상프리즘4동","전세","52.8900","202603","10","35,000","0","2","2009","독막로24길 25","202605~202805","신규","-","","","연립다세대"
"15512","서울특별시 마포구 창전동","2-22","0002","0022","한솔빌라트","월세","35.1500","202603","10","5,000","39","2","2002","서강로9길 12","202605~202804","신규","-","","","연립다세대"
"15513","서울특별시 마포구 상수동","351-2","0351","0002","대림","전세","12.8800","202603","10","7,600","0","3","2012","토정로 113","202604~202804","신규","-","","","연립다세대"
"15514","서울특별시 마포구 서교동","372-8","0372","0008","MJ블랑로튜스","월세","15.9300","202603","10","3,000","163","10","2023","양화로 100-12","202604~202804","신규","-","","","연립다세대"
"15515","서울특별시 마포구 서교동","351-15","0351","0015","서교에덴빌","전세","51.5200","202603","10","29,850","0","2","2002","동교로 162-6","202604~202804","갱신","-","29,000","0","연립다세대"
"15516","서울특별시 마포구 서교동","382-10","0382","0010","초계","월세","46.3800","202603","10","3,000","150","5","2009","동교로12길 41-25","202603~202803","신규","-","","","연립다세대"
"15517","서울특별시 마포구 서교동","372-6","0372","0006","서교동스튜디오","월세","44.9900","202603","10","1,000","131","7","2014","잔다리로 46","202603~202703","신규","-","","","연립다세대"
"15518","서울특별시 마포구 서교동","473-18","0473","0018","(473-18)","월세","27.3600","202603","10","3,000","120","2","2022","동교로13길 51","202603~202703","신규","-","","","연립다세대"
"15519","서울특별시 마포구 동교동","200-21","0200","0021","원앤원","월세","39.1400","202603","10","1,000","65","2","1996","동교로25길 6","202603~202703","신규","-","","","연립다세대"
"15520","서울특별시 마포구 합정동","366-36","0366","0036","미리내빌","월세","58.5600","202603","10","15,000","70","3","2002","성지1길 32-12","202604~202704","갱신","사용","15,000","70","연립다세대"
"15521","서울특별시 마포구 망원동","385-15","0385","0015","파인빌","월세","12.5300","202603","10","4,000","25","2","2011","월드컵로11길 17-8","202603~202803","신규","-","","","연립다세대"
"15522","서울특별시 마포구 망원동","461-2","0461","0002","목향","전세","84.5100","202603","10","35,000","0","3","1993","동교로1길 96","202603~202604","신규","-","","","연립다세대"
"15523","서울특별시 마포구 망원동","424-20","0424","0020","(424-20)","전세","48.1900","202603","10","27,500","0","1","1991","망원로7길 17-16","202603~202803","갱신","사용","27,500","0","연립다세대"
"15524","서울특별시 마포구 망원동","399-11","0399","0011","강변르네상스","월세","29.8100","202603","10","12,000","55","3","2011","망원로6길 67","202604~202804","갱신","사용","12,000","50","연립다세대"
"15525","서울특별시 마포구 성산동","49-1","0049","0001","풍림주택","월세","46.0200","202603","10","1,000","75","4","1995","월드컵북로12안길 74","202604~202804","신규","-","","","연립다세대"
"15526","서울특별시 마포구 성산동","214-31","0214","0031","성산휴먼타운","전세","28.1300","202603","10","24,696","0","2","2017","월드컵로30다길 22","202604~202804","갱신","-","23,000","10","연립다세대"
"15527","서울특별시 마포구 성산동","234-1","0234","0001","금호빌라","월세","72.7200","202603","10","10,000","79","2","1989","성미산로10길 11","202605~202805","신규","-","","","연립다세대"
"15528","서울특별시 마포구 성산동","145-3","0145","0003","팰리스뷰","전세","48.8900","202603","10","36,000","0","2","2018","월드컵북로30길 30","202604~202804","신규","-","","","연립다세대"
"15529","서울특별시 마포구 중동","123","0123","0000","동원데쟈뷰","전세","30.8000","202603","10","30,000","0","3","2022","성암로5길 16","202604~202804","신규","-","","","연립다세대"
"15530","서울특별시 양천구 신정동","1012-23","1012","0023","송원빌라","월세","54.1300","202603","10","18,000","20","2","2002","목동로11길 27-1","202604~202804","갱신","사용","22,000","10","연립다세대"
"15531","서울특별시 양천구 신정동","966-22","0966","0022","세연빌라","전세","53.1000","202603","10","17,000","0","4","1992","오목로30길 19-2","202605~202805","신규","-","","","연립다세대"
"15532","서울특별시 양천구 신정동","954-20","0954","0020","행복이꽃피는집","월세","31.3200","202603","10","3,000","60","2","2002","중앙로48길 59","202603~202803","신규","-","","","연립다세대"
"15533","서울특별시 양천구 신정동","954-20","0954","0020","행복이꽃피는집","월세","31.3200","202603","10","3,000","60","2","2002","중앙로48길 59","202603~202803","신규","-","","","연립다세대"
"15534","서울특별시 양천구 목동","523-6","0523","0006","리첸스타","월세","29.7800","202603","10","20,000","20","6","2018","목동중앙북로 120-8","202604~202804","신규","-","","","연립다세대"
"15535","서울특별시 양천구 목동","740-26","0740","0026","다나타워팰리스","전세","42.0100","202603","10","17,890","0","2","2008","목동중앙본로7길 37-25","202604~202804","신규","-","","","연립다세대"
"15536","서울특별시 양천구 목동","131-21","0131","0021","프로방스","전세","28.5500","202603","10","23,000","0","2","2018","목동중앙로13나길 41","202604~202804","신규","-","","","연립다세대"
"15537","서울특별시 양천구 목동","318-31","0318","0031","성지하우스빌","월세","58.5200","202603","10","16,000","18","1","2002","목동중앙남로16다길 1","202603~202803","갱신","사용","16,000","15","연립다세대"
"15538","서울특별시 양천구 목동","537-24","0537","0024","더하우스","월세","30.3500","202603","10","4,000","85","4","2014","목동중앙북로18길 40-10","202604~202804","신규","-","","","연립다세대"
"15539","서울특별시 양천구 목동","499-27","0499","0027","경연빌라에이동","전세","72.6400","202603","10","25,755","0","3","2001","목동중앙본로29길 32","202603~202803","갱신","-","24,755","5","연립다세대"
"15540","서울특별시 양천구 목동","778-21","0778","0021","메르시라비","월세","29.8600","202603","10","8,000","35","3","2014","목동중앙서로7길 22","202605~202805","신규","-","","","연립다세대"
"15541","서울특별시 양천구 목동","790-5","0790","0005","삼보빌라(790)","월세","52.5600","202603","10","16,800","20","2","2004","목동중앙서로7길 15-13","202605~202805","신규","-","","","연립다세대"
"15542","서울특별시 양천구 목동","499-27","0499","0027","경연빌라에이동","전세","72.6400","202603","10","25,755","0","3","2001","목동중앙본로29길 32","202603~202803","신규","-","","","연립다세대"
"15543","서울특별시 양천구 신월동","996-1","0996","0001","삼성주택가동","전세","37.8900","202603","10","8,000","0","2","1988","남부순환로72길 5-8","202604~202804","신규","-","","","연립다세대"
"15544","서울특별시 양천구 신월동","996-1","0996","0001","삼성주택가동","전세","37.8900","202603","10","8,000","0","2","1988","남부순환로72길 5-8","202604~202804","신규","-","","","연립다세대"
"15545","서울특별시 양천구 신월동","411-10","0411","0010","연우넥스트","월세","40.7400","202603","10","20,664","15","2","2017","월정로11길 20","202603~202703","갱신","-","21,500","8","연립다세대"
"15546","서울특별시 양천구 신월동","232-3","0232","0003","제이와이캐슬","월세","28.5200","202603","10","5,500","42","3","2021","월정로19길 21","202603~202803","신규","-","","","연립다세대"
"15547","서울특별시 양천구 신월동","410-15","0410","0015","휴먼파크타운(101동,102동)","월세","29.9000","202603","10","12,000","38","3","2011","남부순환로 495","202604~202804","갱신","사용","12,000","34","연립다세대"
"15548","서울특별시 양천구 신월동","944-3","0944","0003","대성주택(12동)","전세","48.1500","202603","10","12,495","0","1","1986","지양로11길 16-9","202604~202804","갱신","사용","11,900","0","연립다세대"
"15549","서울특별시 양천구 신월동","195-10","0195","0010","(195-10)","월세","49.8200","202603","10","13,000","10","4","2013","남부순환로60길 28-21","202604~202804","신규","-","","","연립다세대"
"15550","서울특별시 강서구 등촌동","572-5","0572","0005","대림라온제나(572-5)","전세","48.0200","202603","10","25,000","0","3","2015","등촌로13가길 23","202604~202607","갱신","-","25,000","0","연립다세대"
"15551","서울특별시 강서구 등촌동","641-12","0641","0012","루미에르","월세","18.0600","202603","10","21,100","11","11","2024","양천로60길 60","202604~202804","갱신","-","24,100","0","연립다세대"
"15552","서울특별시 강서구 등촌동","516-26","0516","0026","쌍용빌라트","월세","64.7300","202603","10","20,200","15","2","2002","등촌로39다길 9","202605~202805","신규","-","","","연립다세대"
"15553","서울특별시 강서구 등촌동","521-8","0521","0008","등촌그린파크","월세","16.7100","202603","10","15,000","10","2","2019","등촌로39바길 17","202604~202804","신규","-","","","연립다세대"
"15554","서울특별시 강서구 등촌동","641-12","0641","0012","루미에르","월세","18.0600","202603","10","22,100","8","11","2024","양천로60길 60","202604~202804","갱신","-","24,100","0","연립다세대"
"15555","서울특별시 강남구 역삼동","777-22","0777","0022","리치빌","월세","46.3200","202603","10","25,000","60","4","2002","역삼로34길 28","202603~202803","신규","-","","","연립다세대"
"15556","서울특별시 종로구 원서동","77-49","0077","0049","상원빌라","월세","83.9000","202603","10","1,000","50","4","1998","창덕궁3길 26","202604~202804","신규","-","","","연립다세대"
"15557","서울특별시 용산구 청파동3가","121-39","0121","0039","금강프라임빌","전세","22.9700","202603","10","29,080","0","3","2020","청파로43다길 20","202605~202805","갱신","사용","27,700","0","연립다세대"
"15558","서울특별시 용산구 청파동3가","107-98","0107","0098","(107-98)","전세","27.9200","202603","10","26,000","0","3","2021","청파로43길 36-12","202604~202804","신규","-","","","연립다세대"
"15559","서울특별시 광진구 광장동","388-7","0388","0007","오양그린빌라가동","월세","48.2400","202603","10","29,000","10","1","1988","광장로1가길 13-6","202603~202803","갱신","-","29,000","0","연립다세대"
"15560","서울특별시 광진구 광장동","266","0266","0000","미도","전세","62.9600","202603","10","30,000","0","3","1986","광장로3길 22","202605~202805","신규","-","","","연립다세대"
"15561","서울특별시 강남구 대치동","896-21","0896","0021","정든빌","월세","76.5200","202603","10","3,000","70","5","2002","선릉로82길 33","202603~202803","신규","-","","","연립다세대"
"15562","서울특별시 강남구 대치동","955-25","0955","0025","파파빌","전세","77.7500","202603","10","54,600","0","3","2005","삼성로76길 21","202605~202805","갱신","사용","52,000","0","연립다세대"
"15563","서울특별시 강남구 대치동","919-14","0919","0014","(919-14)","전세","31.4700","202603","10","18,140","0","2","2003","선릉로72길 26-16","202603~202703","갱신","-","18,140","0","연립다세대"
"15564","서울특별시 강남구 대치동","917-25","0917","0025","한티빌리지(나동)","전세","69.9000","202603","10","55,000","0","4","2004","역삼로70길 19-6","202603~202803","신규","-","","","연립다세대"
"15565","서울특별시 성동구 용답동","60-3","0060","0003","리버하임","월세","28.8200","202603","10","1,000","110","2","2026","용답29길 31","202603~202703","신규","-","","","연립다세대"
"15566","서울특별시 성동구 용답동","60-3","0060","0003","리버하임","월세","28.2000","202603","10","1,000","105","2","2026","용답29길 31","202605~202705","신규","-","","","연립다세대"
"15567","서울특별시 중랑구 면목동","341-8","0341","0008","대은빌라","월세","29.4900","202603","10","15,000","10","4","2011","면목천로6길 52","202605~202805","갱신","-","15,000","0","연립다세대"
"15568","서울특별시 중랑구 면목동","393-36","0393","0036","대광빌리지","월세","53.2100","202603","10","3,000","90","4","2014","답십리로83길 4","202603~202704","신규","-","","","연립다세대"
"15569","서울특별시 중랑구 면목동","648-21","0648","0021","가람모던하우스2차","전세","34.8400","202603","10","34,000","0","4","2022","면목로39길 28-7","202606~202806","신규","-","","","연립다세대"
"15570","서울특별시 중랑구 면목동","191-40","0191","0040","(포그니빌)","월세","16.4800","202603","10","10,000","23","2","2018","봉우재로 17-7","202604~202804","갱신","-","10,000","20","연립다세대"
"15571","서울특별시 중랑구 면목동","191-40","0191","0040","(포그니빌)","월세","29.9000","202603","10","14,000","39","3","2018","봉우재로 17-7","202603~202803","갱신","-","14,000","35","연립다세대"
"15572","서울특별시 중랑구 면목동","616-21","0616","0021","한성아펠릭스","월세","22.6800","202603","10","22,600","30","7","2024","면목로42길 21","202604~202804","신규","-","","","연립다세대"
"15573","서울특별시 중랑구 면목동","1173","1173","0000","1173","전세","65.1900","202603","10","17,000","0","1","1993","면목로72길 31","202606~202806","신규","-","","","연립다세대"
"15574","서울특별시 중랑구 면목동","1173","1173","0000","1173","전세","71.4900","202603","10","17,000","0","-1","1993","면목로72길 31","202605~202805","신규","-","","","연립다세대"
"15575","서울특별시 중랑구 면목동","393-130","0393","0130","신영아트빌","전세","63.7200","202603","10","21,000","0","2","2002","면목로22길 32","202605~202805","신규","-","","","연립다세대"
"15576","서울특별시 중랑구 면목동","393-130","0393","0130","신영아트빌","전세","63.7200","202603","10","21,000","0","2","2002","면목로22길 32","202605~202805","신규","-","","","연립다세대"
"15577","서울특별시 성북구 동소문동4가","152-1","0152","0001","청기와빌라(152-1)","전세","80.1900","202603","10","33,000","0","1","1991","동소문로3길 114","202606~202806","신규","-","","","연립다세대"
"15578","서울특별시 성동구 행당동","4-34","0004","0034","(4-34)","월세","16.6900","202603","10","2,000","55","4","2003","마조로5길 4-5","202603~202803","신규","-","","","연립다세대"
"15579","서울특별시 중구 신당동","349-203","0349","0203","정암빌딩","월세","32.0500","202603","10","1,000","80","4","2004","동호로8길 28","202604~202804","신규","-","","","연립다세대"
"15580","서울특별시 중구 신당동","67-105","0067","0105","양지아트빌라","전세","43.4300","202603","10","28,100","0","2","1996","퇴계로88나길 17","202603~202803","갱신","-","25,100","0","연립다세대"
"15581","서울특별시 중구 신당동","377-33","0377","0033","은탑빌라","월세","84.8800","202603","10","37,000","50","4","1993","다산로15길 29","202604~202804","신규","-","","","연립다세대"
"15582","서울특별시 중구 신당동","112-5","0112","0005","해원빌딩","월세","28.4000","202603","10","2,000","125","5","2019","다산로42가길 12","202603~202803","신규","-","","","연립다세대"
"15583","서울특별시 종로구 누상동","166-184","0166","0184","샘터","전세","59.7200","202603","10","29,700","0","3","2003","옥인6길 6","202603~202803","갱신","사용","28,300","0","연립다세대"
"15584","서울특별시 종로구 누상동","111","0111","0000","수정빌리지","월세","28.5300","202603","10","5,000","36","3","2000","필운대로5나길 34","202604~202804","갱신","사용","10,000","15","연립다세대"
"15585","서울특별시 성동구 성수동2가","299-178","0299","0178","성수리치빌디동","월세","28.1600","202603","10","24,100","10","3","2016","광나루로2가길 11","202603~202803","갱신","사용","25,400","0","연립다세대"
"15586","서울특별시 동대문구 용두동","39-535","0039","0535","그린캐슬","전세","27.3100","202603","10","22,800","0","4","2019","천호대로35길 77","202604~202804","신규","-","","","연립다세대"
"15587","서울특별시 동대문구 용두동","39-535","0039","0535","그린캐슬","전세","27.3100","202603","10","22,800","0","4","2019","천호대로35길 77","202604~202804","신규","-","","","연립다세대"
"15588","서울특별시 동대문구 장안동","299-1","0299","0001","오복(299-1)","월세","59.4700","202603","10","5,000","80","2","1981","장한로33길 20","202604~202804","신규","-","","","연립다세대"
"15589","서울특별시 중구 회현동1가","100-197","0100","0197","어반하임","전세","27.6200","202603","10","24,675","0","3","2021","퇴계로8길 49-17","202603~202803","갱신","사용","23,500","0","연립다세대"
"15590","서울특별시 강남구 삼성동","48-14","0048","0014","초석씨엘하우징(48-14)","월세","28.4700","202603","10","3,000","75","3","2002","봉은사로73길 17-8","202603~202803","신규","-","","","연립다세대"
"15591","서울특별시 강남구 삼성동","114-20","0114","0020","SongHaven","월세","51.4300","202603","10","5,000","184","4","2004","봉은사로68길 6-10","202603~202803","신규","-","","","연립다세대"
"15592","서울특별시 성북구 성북동","186","0186","0000","준공공임대주택","전세","58.6400","202603","10","39,200","0","3","2017","성북로9길 24","202604~202804","신규","-","","","연립다세대"
"15593","서울특별시 성동구 하왕십리동","890-125","0890","0125","파크힐","월세","18.3000","202603","10","1,000","66","2","2012","왕십리로31길 17","202603~202703","신규","-","","","연립다세대"
"15594","서울특별시 성동구 하왕십리동","966-89","0966","0089","더스위트성동","전세","22.7600","202603","10","27,300","0","4","2024","무학봉26길 6","202604~202804","갱신","사용","26,000","0","연립다세대"
"15595","서울특별시 강남구 논현동","107-21","0107","0021","(107-21)","월세","15.4000","202603","10","88","88","3","2011","언주로138길 12","202603~202606","신규","-","","","연립다세대"
"15596","서울특별시 강남구 논현동","113-13","0113","0013","(113-13)","전세","84.8200","202603","10","69,000","0","5","2009","학동로47길 13-9","202604~202804","갱신","사용","67,000","0","연립다세대"
"15597","서울특별시 강남구 논현동","182-15","0182","0015","한승빌라","전세","52.0500","202603","10","29,000","0","2","1991","강남대로120길 26","202603~202803","갱신","-","26,000","0","연립다세대"
"15598","서울특별시 강남구 논현동","140-11","0140","0011","마메종","월세","37.8200","202603","10","500","75","3","2002","강남대로126길 29","202603~202803","갱신","-","100","100","연립다세대"
"15599","서울특별시 강남구 논현동","194-8","0194","0008","한아름빌리지","월세","27.0600","202603","10","1,000","68","3","2002","논현로113길 43","202603~202803","신규","-","","","연립다세대"
"15600","서울특별시 강남구 논현동","176-9","0176","0009","꿈꾸지오(176-9)","전세","21.2800","202603","10","24,000","0","4","2019","논현로117길 15","202604~202804","신규","-","","","연립다세대"
"15601","서울특별시 강남구 논현동","189-3","0189","0003","금화빌라","월세","50.0700","202603","10","7,000","100","2","1993","봉은사로13길 22","202604~202804","신규","-","","","연립다세대"
"15602","서울특별시 강남구 논현동","130-20","0130","0020","센트럴빌(130-20)","월세","23.7100","202603","10","3,000","78","4","2014","학동로28길 19-2","202603~202703","갱신","-","3,000","75","연립다세대"
"15603","서울특별시 강남구 논현동","57-1","0057","0001","하우트리스","월세","29.2300","202603","10","3,000","205","6","2022","논현로131길 45","202603~202703","신규","-","","","연립다세대"
"15604","서울특별시 강남구 논현동","265-17","0265","0017","토미빌(265-17)","월세","57.8000","202603","10","10,205","96","3","2001","봉은사로47길 40","202605~202704","갱신","-","8,500","96","연립다세대"
"15605","서울특별시 광진구 화양동","16-56","0016","0056","始皇","월세","17.1600","202603","10","4,000","40","2","2011","군자로5길 18-14","202603~202803","신규","-","","","연립다세대"
"15606","서울특별시 용산구 보광동","216-110","0216","0110","(216-110)","월세","49.4400","202603","10","15,000","30","4","1993","장문로 82","202605~202805","신규","-","","","연립다세대"
"15607","서울특별시 광진구 화양동","34-44","0034","0044","(34-44)","전세","21.2000","202603","10","12,720","0","4","2009","아차산로27길 66","202604~202804","신규","-","","","연립다세대"
"15608","서울특별시 용산구 서빙고동","36","0036","0000","(36-0000)","전세","22.4600","202603","10","24,000","0","4","2025","녹사평대로11가길 6","202604~202804","신규","-","","","연립다세대"
"15609","서울특별시 용산구 서빙고동","36","0036","0000","(36-0000)","전세","22.4600","202603","10","24,000","0","4","2025","녹사평대로11가길 6","202604~202804","신규","-","","","연립다세대"
"15610","서울특별시 종로구 동숭동","50-41","0050","0041","(50-41)","월세","62.3800","202603","10","2,000","20","3","2002","동숭3길 11-4","202604~202702","갱신","사용","2,000","20","연립다세대"
"15611","서울특별시 성동구 옥수동","296-4","0296","0004","도림빌라","월세","37.3200","202603","10","3,000","80","1","1993","한림말3길 22","202605~202805","신규","-","","","연립다세대"
"15612","서울특별시 강남구 일원동","656-9","0656","0009","유이house","월세","42.6300","202603","10","10,000","75","3","2016","일원로5길 65","202606~202806","신규","-","","","연립다세대"
"15613","서울특별시 강남구 일원동","664-12","0664","0012","엘리지음","전세","14.3400","202603","10","15,500","0","3","2024","양재대로41길 24","202604~202804","갱신","-","15,000","0","연립다세대"
"15614","서울특별시 강남구 일원동","671-3","0671","0003","다세대주택","전세","49.8100","202603","10","26,250","0","2","1986","양재대로39길 29","202605~202805","갱신","사용","25,000","0","연립다세대"
"15615","서울특별시 강남구 일원동","630-13","0630","0013","꿈피엠","전세","24.9700","202603","10","32,000","0","3","2021","개포로130길 7","202605~202805","신규","-","","","연립다세대"
"15616","서울특별시 강남구 일원동","627-2","0627","0002","다움리치빌","월세","39.9500","202603","10","20,000","70","4","2017","개포로128길 29-4","202603~202803","신규","-","","","연립다세대"
"15617","서울특별시 용산구 이태원동","262-19","0262","0019","(262-19)","전세","114.6300","202603","10","60,000","0","3","1997","소월로38길 30-38","202605~202805","갱신","사용","60,000","0","연립다세대"
"15618","서울특별시 광진구 능동","249-2","0249","0002","유호그라시아","전세","15.6200","202603","10","22,200","0","3","2021","능동로34길 114","202604~202804","신규","-","","","연립다세대"
"15619","서울특별시 광진구 능동","249-2","0249","0002","유호그라시아","전세","15.6200","202603","10","23,000","0","3","2021","능동로34길 114","202604~202804","신규","-","","","연립다세대"
"15620","서울특별시 광진구 능동","249-2","0249","0002","유호그라시아","전세","15.6200","202603","10","22,500","0","3","2021","능동로34길 114","202604~202804","신규","-","","","연립다세대"
"15621","서울특별시 강남구 도곡동","456-11","0456","0011","리안빌리지","전세","29.7600","202603","10","28,560","0","3","2012","논현로26길 36-7","202605~202805","갱신","사용","27,200","0","연립다세대"
"15622","서울특별시 중랑구 묵동","243-29","0243","0029","현대타운","월세","37.9800","202603","10","16,000","4","4","2011","동일로151길 34","202603~202803","신규","-","","","연립다세대"
"15623","서울특별시 중랑구 묵동","176-9","0176","0009","라마빌리지","월세","40.4000","202603","10","12,500","55","5","2002","공릉로2길 8-26","202603~202803","갱신","사용","12,500","50","연립다세대"
"15624","서울특별시 종로구 명륜3가","1-814","0001","0814","(1-814)","월세","50.5200","202603","10","1,000","115","-1","1995","명륜1길 9","202603~202803","신규","-","","","연립다세대"
"15625","서울특별시 성북구 동선동5가","70-16","0070","0016","동선동인명팰리스","월세","16.9000","202603","10","5,000","40","3","2014","동소문로29길 53","202604~202804","신규","-","","","연립다세대"
"15626","서울특별시 성북구 동선동3가","207-2","0207","0002","금강빌라트","월세","44.6500","202603","10","2,000","60","-1","1996","보문로34나길 52","202603~202803","신규","-","","","연립다세대"
"15627","서울특별시 용산구 후암동","418-15","0418","0015","모아빌","월세","42.4200","202603","10","28,000","5","1","2016","두텁바위로 88","202603~202803","신규","-","","","연립다세대"
"15628","서울특별시 용산구 후암동","254-71","0254","0071","(254-71)","전세","27.9800","202603","10","17,600","0","4","2014","후암로4길 22","202604~202804","신규","-","","","연립다세대"
"15629","서울특별시 용산구 후암동","406-12","0406","0012","은혜빌","전세","31.9700","202603","10","17,700","0","1","2016","두텁바위로40길 29","202604~202804","갱신","-","17,100","0","연립다세대"
"15630","서울특별시 강남구 개포동","1183-11","1183","0011","어반피나클개포","전세","29.8600","202603","10","35,000","0","5","2024","논현로8길 65","202603~202803","신규","-","","","연립다세대"
"15631","서울특별시 강남구 개포동","1172-10","1172","0010","포이민경빌라","월세","40.5700","202603","10","10,000","75","3","1993","논현로6길 18-3","202605~202805","갱신","사용","10,000","70","연립다세대"
"15632","서울특별시 성동구 성수동1가","656-449","0656","0449","YGFOREST","전세","28.1600","202603","10","8,000","0","10","2022","왕십리로8길 6","202603~202803","신규","-","","","연립다세대"
"15633","서울특별시 광진구 구의동","220-7","0220","0007","(220-7)","월세","20.4750","202603","10","1,000","63","4","2012","구의로 20-1","202604~202804","신규","-","","","연립다세대"
"15634","서울특별시 광진구 구의동","644-4","0644","0004","동아주택","월세","49.8000","202603","10","6,500","70","2","1992","광나루로30다길 17","202605~202805","신규","-","","","연립다세대"
"15635","서울특별시 광진구 구의동","239-52","0239","0052","케이비시티4","월세","23.0100","202603","10","19,000","4","3","2019","자양로28길 73-9","202605~202805","신규","-","","","연립다세대"
"15636","서울특별시 광진구 구의동","52-19","0052","0019","하우스청","전세","59.8700","202603","10","40,000","0","3","2013","자양로43길 36","202605~202805","신규","-","","","연립다세대"
"15637","서울특별시 광진구 구의동","221-9","0221","0009","은성테라스","전세","36.0100","202603","10","18,900","0","2","2012","아차산로57길 10-3","202604~202804","신규","-","","","연립다세대"
"15638","서울특별시 광진구 구의동","239-48","0239","0048","한울타운","월세","29.3900","202603","10","22,000","20","5","2016","자양로28길 73-10","202605~202805","신규","-","","","연립다세대"
"15639","서울특별시 광진구 구의동","251-91","0251","0091","금용빌라","월세","36.5400","202603","10","5,000","90","2","1991","자양로22길 9-14","202605~202805","신규","-","","","연립다세대"
"15640","서울특별시 광진구 구의동","252-45","0252","0045","DS(252-45)","월세","49.6800","202603","10","10,000","33","2","2011","아차산로49길 55","202605~202805","신규","-","","","연립다세대"
"15641","서울특별시 중랑구 중화동","330-65","0330","0065","(330-65)","전세","28.2300","202603","10","18,000","0","4","2019","중랑천로 176-5","202603~202803","갱신","-","22,500","0","연립다세대"
"15642","서울특별시 중랑구 중화동","294-1","0294","0001","미소플러스","월세","26.9100","202603","10","20,000","9","6","2019","동일로130길 6","202604~202804","갱신","-","21,400","0","연립다세대"
"15643","서울특별시 중랑구 중화동","332-39","0332","0039","신우리빌","전세","36.4300","202603","10","20,000","0","2","2017","동일로139길 64","202604~202804","신규","-","","","연립다세대"
"15644","서울특별시 용산구 효창동","5-199","0005","0199","(5-199)","전세","28.6700","202603","10","23,000","0","3","2016","백범로45길 24","202603~202803","갱신","사용","22,000","0","연립다세대"
"15645","서울특별시 용산구 효창동","5-147","0005","0147","명성빌라","월세","67.1700","202603","10","11,500","32","4","1994","백범로47가길 33","202603~202803","신규","-","","","연립다세대"
"15646","서울특별시 성동구 금호동4가","122","0122","0000","미라클파크","월세","29.6700","202603","10","20,000","40","2","2023","금호로3길 18-53","202603~202803","신규","-","","","연립다세대"
