"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3637","서울특별시 은평구 응암동","86-28","0086","0028","경성하이빌","월세","55.0000","202604","11","27,500","30","4","2015","은평로11길 4","-","-","-","","","연립다세대"
"3638","서울특별시 은평구 역촌동","5-56","0005","0056","세광아트빌","전세","21.1800","202604","11","9,700","0","5","2012","연서로14길 19","202605~202805","신규","-","","","연립다세대"
"3639","서울특별시 성북구 정릉동","410-8","0410","0008","정릉아띠끄빌","전세","59.0700","202604","11","27,000","0","3","2019","보국문로8길 54","202605~202805","신규","-","","","연립다세대"
"3640","서울특별시 은평구 신사동","266-34","0266","0034","그린아트빌라(266-34)","전세","48.4000","202604","11","12,000","0","2","1992","가좌로 396","202605~202805","신규","-","","","연립다세대"
"3641","서울특별시 마포구 용강동","494-118","0494","0118","자슬린하우스","전세","18.3200","202604","11","18,119","0","6","2020","대흥로4길 8","202605~202705","갱신","-","17,325","0","연립다세대"
"3642","서울특별시 강서구 등촌동","719","0719","0000","719","월세","40.8500","202604","11","25,170","5","6","2015","등촌로 177","202605~202805","갱신","사용","25,070","5","연립다세대"
"3643","서울특별시 마포구 용강동","494-118","0494","0118","자슬린하우스","월세","18.3200","202604","11","17,764","2","6","2020","대흥로4길 8","202605~202705","갱신","-","17,325","0","연립다세대"
"3644","서울특별시 마포구 용강동","494-111","0494","0111","(494-111)","월세","24.9700","202604","11","1,000","58","4","2002","대흥로2길 19","202604~202804","신규","-","","","연립다세대"
"3645","서울특별시 마포구 망원동","473-32","0473","0032","(473-32)","전세","27.0900","202604","11","22,000","0","2","2015","방울내로11길 15-8","202604~202804","신규","-","","","연립다세대"
"3646","서울특별시 마포구 서교동","395-82","0395","0082","석호빌라","월세","26.2400","202604","11","1,000","75","3","2001","양화로10길 59","202604~202704","신규","-","","","연립다세대"
"3647","서울특별시 은평구 대조동","3-11","0003","0011","진성아트리움","월세","44.4400","202604","11","28,500","5","2","2017","통일로71길 32-4","202604~202804","갱신","사용","28,500","0","연립다세대"
"3648","서울특별시 서대문구 충정로3가","8-1","0008","0001","동보빌라","전세","179.5200","202604","11","32,640","0","1","1984","경기대로3길 26","202605~202805","갱신","-","32,000","0","연립다세대"
"3649","서울특별시 강북구 미아동","436-77","0436","0077","송천빌라","전세","47.0700","202604","11","14,000","0","-1","1995","솔샘로64나길 52-3","202605~202805","갱신","-","13,000","0","연립다세대"
"3650","서울특별시 마포구 망원동","469-16","0469","0016","(469-16)","월세","30.9500","202604","11","1,000","70","1","1991","방울내로9안길 8","202604~202804","신규","-","","","연립다세대"
"3651","서울특별시 은평구 대조동","194-22","0194","0022","삼성아트빌(194-22)","전세","59.4600","202604","11","23,000","0","3","2002","통일로75길 6-9","202604~202804","갱신","-","23,000","0","연립다세대"
"3652","서울특별시 마포구 신수동","192-1","0192","0001","마포리안","전세","16.1000","202604","11","16,000","0","3","2025","독막로32안길 25","202605~202805","신규","-","","","연립다세대"
"3653","서울특별시 마포구 망원동","338-6","0338","0006","동광탑스빌","월세","28.6400","202604","11","1,000","89","5","2011","월드컵로15길 78-8","202607~202807","신규","-","","","연립다세대"
"3654","서울특별시 강북구 미아동","325-25","0325","0025","정원드림빌","전세","40.7200","202604","11","31,800","0","3","2021","도봉로23나길 19","202604~202804","신규","-","","","연립다세대"
"3655","서울특별시 마포구 노고산동","33-2","0033","0002","신촌더힐하우스","전세","39.0300","202604","11","45,000","0","4","2022","고산3길 21","202605~202805","신규","-","","","연립다세대"
"3656","서울특별시 은평구 갈현동","449-14","0449","0014","(449-14)","월세","27.8800","202604","11","500","43","1","1996","갈현로31길 6","202605~202805","갱신","-","500","43","연립다세대"
"3657","서울특별시 서대문구 대신동","129-3","0129","0003","바우하우스(129-3)","전세","57.3700","202604","11","22,000","0","1","2006","연대동문길 137","202605~202805","신규","-","","","연립다세대"
"3658","서울특별시 강북구 수유동","486-55","0486","0055","아라빌라트5차","전세","57.4000","202604","11","15,120","0","1","2002","삼양로73가길 81","202604~202804","갱신","-","14,400","0","연립다세대"
"3659","서울특별시 양천구 목동","545-32","0545","0032","동광탑스빌","전세","29.6400","202604","11","15,200","0","2","2011","목동중앙본로28길 37-16","202605~202705","갱신","사용","15,200","0","연립다세대"
"3660","서울특별시 양천구 목동","779-17","0779","0017","킹스타운A","전세","25.1400","202604","11","11,000","0","5","2016","목동중앙서로11길 65-7","202606~202806","신규","-","","","연립다세대"
"3661","서울특별시 노원구 공릉동","644-36","0644","0036","성우그랜드빌","월세","69.8200","202604","11","7,000","80","3","2004","공릉로24길 11","202605~202805","신규","-","","","연립다세대"
"3662","서울특별시 노원구 공릉동","556-34","0556","0034","아이뜨리","전세","11.1300","202604","11","5,500","0","2","2012","동일로182길 47-37","202604~202804","신규","-","","","연립다세대"
"3663","서울특별시 강북구 수유동","310-15","0310","0015","수유하이츠빌라","전세","48.6000","202604","11","14,100","0","1","1989","삼양로111길 18-10","202605~202805","신규","-","","","연립다세대"
"3664","서울특별시 서대문구 대신동","129-3","0129","0003","바우하우스(129-3)","전세","57.3700","202604","11","22,000","0","1","2006","연대동문길 137","202605~202805","신규","-","","","연립다세대"
"3665","서울특별시 성북구 석관동","332-301","0332","0301","리젠트빌5차","전세","52.1700","202604","11","29,400","0","2","2018","돌곶이로5길 17","202606~202806","신규","-","","","연립다세대"
"3666","서울특별시 성북구 장위동","238-342","0238","0342","로체4","전세","29.6600","202604","11","18,700","0","3","2020","장월로16길 22","202606~202806","신규","-","","","연립다세대"
"3667","서울특별시 은평구 불광동","379-60","0379","0060","우성케이씨빌3차","월세","63.5400","202604","11","5,000","100","2","2002","통일로82나길 15","202605~202805","신규","-","","","연립다세대"
"3668","서울특별시 서대문구 홍은동","191-15","0191","0015","청마파크빌","월세","58.2700","202604","11","12,000","40","2","2017","연희로41길 97","202604~202804","신규","-","","","연립다세대"
"3669","서울특별시 서대문구 홍은동","375","0375","0000","(375-0)","월세","16.7400","202604","11","6,500","14","2","2010","명지길 125","202605~202805","신규","-","","","연립다세대"
"3670","서울특별시 도봉구 도봉동","587-23","0587","0023","장미1","월세","41.9100","202604","11","8,000","15","1","1987","도봉로173길 33","202605~202805","신규","-","","","연립다세대"
"3671","서울특별시 양천구 신월동","998-8","0998","0008","대몽빌라7차가동","전세","22.4400","202604","11","2,000","0","-1","1990","남부순환로72길 5-5","202605~202805","신규","-","","","연립다세대"
"3672","서울특별시 서대문구 창천동","503-21","0503","0021","LK타운","전세","22.6500","202604","11","28,500","0","8","2020","신촌로3가길 12","202605~202805","갱신","-","28,500","0","연립다세대"
"3673","서울특별시 서대문구 창천동","503-21","0503","0021","LK타운","전세","28.1300","202604","11","32,000","0","6","2020","신촌로3가길 12","202604~202804","갱신","-","32,000","0","연립다세대"
"3674","서울특별시 서대문구 창천동","406","0406","0000","(406-0)","월세","16.1400","202604","11","1,000","53","2","2013","연희로2길 26","202604~202804","신규","-","","","연립다세대"
"3675","서울특별시 은평구 불광동","384","0384","0000","더하우스","전세","44.7800","202604","11","19,500","0","3","2009","통일로88길 31","202606~202806","신규","-","","","연립다세대"
"3676","서울특별시 은평구 불광동","346-56","0346","0056","황금아트빌","월세","61.0200","202604","11","13,000","39","1","2002","연서로34가길 14","202604~202804","갱신","사용","13,000","35","연립다세대"
"3677","서울특별시 양천구 신월동","994-14","0994","0014","구일주택","전세","37.6000","202604","11","7,000","0","-1","1987","지양로2길 4-2","202604~202804","신규","-","","","연립다세대"
"3678","서울특별시 양천구 신월동","914-3","0914","0003","대호주택(나동)","전세","36.7200","202604","11","8,000","0","1","1988","지양로14길 5-10","202604~202804","갱신","-","7,000","0","연립다세대"
"3679","서울특별시 양천구 신월동","433-7","0433","0007","천일B","월세","66.2300","202604","11","16,600","25","4","1993","오목로3길 14","202605~202805","신규","-","","","연립다세대"
"3680","서울특별시 성북구 장위동","219-267","0219","0267","더힐스테이","전세","29.0300","202604","11","21,000","0","2","2023","장위로21다길 5-19","202605~202805","신규","-","","","연립다세대"
"3681","서울특별시 은평구 불광동","331-137","0331","0137","더리치하우스","전세","36.7400","202604","11","21,700","0","3","2020","통일로78가길 27-6","202604~202804","갱신","사용","21,000","0","연립다세대"
"3682","서울특별시 성북구 정릉동","192-114","0192","0114","청기와빌라","전세","49.0000","202604","11","12,000","0","4","1996","서경로 41-3","202605~202805","갱신","사용","12,000","0","연립다세대"
"3683","서울특별시 양천구 신정동","922-12","0922","0012","미다스","전세","39.1000","202604","11","23,000","0","5","2016","오목로 151-5","202605~202805","신규","-","","","연립다세대"
"3684","서울특별시 은평구 불광동","346-133","0346","0133","창덕주택","전세","38.4300","202604","11","7,000","0","2","1992","연서로34가길 12","202605~202805","신규","-","","","연립다세대"
"3685","서울특별시 은평구 불광동","23-29","0023","0029","호안빌","전세","46.9900","202604","11","23,000","0","2","2016","불광로16길 23-6","202606~202806","신규","-","","","연립다세대"
"3686","서울특별시 노원구 중계동","107-24","0107","0024","삼진하우스","월세","44.6000","202604","11","12,000","29","2","2012","중계로16다길 19","202605~202805","갱신","사용","12,000","25","연립다세대"
"3687","서울특별시 마포구 아현동","764","0764","0000","(764-0)","전세","33.8000","202604","11","11,500","0","4","2014","마포대로28가길 26","202604~202804","갱신","사용","11,000","0","연립다세대"
"3688","서울특별시 마포구 아현동","327-4","0327","0004","신양행복아현","전세","29.9500","202604","11","30,000","0","7","2019","굴레방로9길 7","202606~202806","갱신","사용","30,000","0","연립다세대"
"3689","서울특별시 마포구 성산동","165-113","0165","0113","성원하이츠10동","전세","36.3600","202604","11","15,000","0","1","1989","새터산11길 35","202606~202806","신규","-","","","연립다세대"
"3690","서울특별시 양천구 목동","318-28","0318","0028","목동멤버스빌2차","월세","58.3200","202604","11","5,000","100","1","2003","목동중앙남로16길 29","202605~202805","신규","-","","","연립다세대"
