시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 광진구 자양동,667-21,가원빌(667-21),월세,46.2,"1,000",60,자양로3가길 7-14,연립다세대
서울특별시 용산구 청파동2가,1-47,다온빌,전세,27.21,"25,000",0,효창원로86나길 13,연립다세대
서울특별시 용산구 청파동2가,10-26,한울베네치아,전세,29.76,"31,500",0,청파로57가길 14,연립다세대
서울특별시 용산구 청파동2가,42-3,(42-3),전세,20.18,"17,000",0,청파로47나길 25-3,연립다세대
서울특별시 용산구 용산동2가,27,(27-0),월세,39.6,500,87,신흥로11길 18,연립다세대
서울특별시 용산구 용산동2가,25-2,(25-2),전세,61.86,"26,000",0,신흥로12길 43,연립다세대
서울특별시 용산구 용산동2가,27,(27-0),월세,39.6,500,87,신흥로11길 18,연립다세대
서울특별시 용산구 후암동,1-50,굿모닝하우스,전세,75.58,"40,000",0,후암로44길 19-1,연립다세대
서울특별시 용산구 후암동,438-6,남산파크뷰,전세,23.64,"25,000",0,후암로48길 22,연립다세대
서울특별시 용산구 후암동,105-143,동성파크빌,전세,74.46,"35,280",0,후암로13가길 18,연립다세대
서울특별시 용산구 후암동,409-125,(409-125),전세,33.09,"15,000",0,두텁바위로38가길 14,연립다세대
서울특별시 용산구 후암동,409-125,(409-125),전세,33.09,"15,000",0,두텁바위로38가길 14,연립다세대
서울특별시 용산구 후암동,409-85,(409-85),전세,30.02,"13,000",0,두텁바위로38길 34-5,연립다세대
서울특별시 중구 신당동,372-55,남산빌딩,월세,29.75,"5,000",53,다산로8길 35-4,연립다세대
서울특별시 광진구 화양동,17-68,세종에버그린(101동),월세,25.06,"24,800",32,광나루로16길 19,연립다세대
서울특별시 광진구 화양동,35-67,(35-67),전세,31.16,"24,000",0,아차산로27길 61,연립다세대
서울특별시 광진구 화양동,15-52,(15-52),월세,32.72,"1,000",65,군자로3길 24-3,연립다세대
서울특별시 광진구 군자동,6-1,THEOPERA,전세,29.99,"30,000",0,면목로5길 30-33,연립다세대
서울특별시 광진구 군자동,93-8,로마네스크5,전세,26.12,"15,000",0,동일로58길 28,연립다세대
서울특별시 중구 장충동2가,193-482,빌라미네르바,월세,19.36,"1,000",58,동호로25가길 7-1,연립다세대
서울특별시 동대문구 용두동,39-89,베르트라움,전세,22.275,"26,000",0,천호대로31길 60,연립다세대
서울특별시 중구 장충동1가,48-32,영화맨션,전세,36.99,"10,000",0,장충단로6가길 30,연립다세대
서울특별시 중구 필동3가,39-7,VALUESLⅢ,월세,22.11,"18,200",26,필동로1길 21,연립다세대
서울특별시 중구 회현동1가,86-1,어반하임(남산A동),월세,22.64,"23,300",20,퇴계로10길 20-24,연립다세대
서울특별시 종로구 신영동,179-3,AA하우스,전세,40.64,"35,000",0,세검정로7가길 16,연립다세대
서울특별시 종로구 신영동,211-10,북악더테라스3단지,전세,84.98,"60,000",0,세검정로7가길 12-3,연립다세대
서울특별시 동대문구 제기동,1149-10,MAIBAUMRODEM,월세,13.13,500,38,종암로 2,연립다세대
서울특별시 동대문구 제기동,137-234,(137-234),월세,47.35,200,35,안암로26길 10-6,연립다세대
서울특별시 동대문구 전농동,103-378,(103-378),월세,49.98,"1,000",60,전농로36길 23-2,연립다세대
서울특별시 동대문구 전농동,206-71,청재빌라트,전세,93.51,"30,000",0,답십리로23나길 37,연립다세대
서울특별시 종로구 숭인동,59-29,영신아트빌4차,월세,42.73,"2,000",115,지봉로12가길 18,연립다세대
서울특별시 종로구 숭인동,59-29,영신아트빌4차,월세,42.73,"2,000",115,지봉로12가길 18,연립다세대
서울특별시 종로구 창신동,627-4,동문빌라,월세,53.55,"2,000",80,창신길 135-4,연립다세대
서울특별시 종로구 창신동,302-1,종로웰라이프,전세,20.5,"22,000",0,종로 329-4,연립다세대
서울특별시 동대문구 장안동,408-17,타임아트빌,전세,29.23,"23,940",0,한천로6길 46,연립다세대
서울특별시 종로구 명륜1가,46-1,크라운빌A동,월세,15.02,"1,000",70,혜화로5길 7,연립다세대
서울특별시 종로구 혜화동,20-16,아마레스로즈,전세,52.12,"28,000",0,혜화로10길 25,연립다세대
서울특별시 종로구 혜화동,71-8,(71-8),월세,22.44,"1,000",65,창경궁로35가길 10-5,연립다세대
서울특별시 종로구 동숭동,4-58,(4-58),월세,55.92,"2,000",110,동숭4길 54-6,연립다세대
서울특별시 종로구 동숭동,201-27,(201-27),월세,36.59,"3,000",85,동숭1길 27,연립다세대
서울특별시 종로구 연건동,93-15,쉐라톤빌라트,월세,58.91,"5,000",87,대학로5길 12,연립다세대
서울특별시 동대문구 휘경동,286-181,(286-181),전세,57.85,"23,000",0,망우로16길 49-9,연립다세대
서울특별시 동대문구 휘경동,183-324,용문빌라트1,월세,42.89,500,55,이문로8길 29-5,연립다세대
서울특별시 동대문구 휘경동,28-6,(28-6),월세,15.04,500,60,망우로20가길 19,연립다세대
서울특별시 동대문구 휘경동,183-188,길하우스,월세,18.43,500,57,회기로31가길 32,연립다세대
서울특별시 동대문구 휘경동,183-440,PRORSUM(183-440),월세,21.68,"1,000",60,이문로6길 10,연립다세대
서울특별시 동대문구 휘경동,183-311,(183-311),월세,66.13,"3,000",58,이문로8길 37,연립다세대
서울특별시 동대문구 휘경동,183-324,용문빌라트1,월세,42.89,500,55,이문로8길 29-5,연립다세대
서울특별시 종로구 연지동,238-5,로얄파크뷰,월세,27.66,"18,000",55,대학로1길 34-12,연립다세대
서울특별시 종로구 원서동,135-58,(135-58),월세,37.35,"7,000",90,창덕궁3나길 1,연립다세대
서울특별시 종로구 누하동,222-3,리츠빌,월세,20.3,"2,000",70,필운대로 34-20,연립다세대
서울특별시 중랑구 면목동,1551,봄작시티52,월세,32.04,"5,000",116,봉우재로 52,연립다세대
서울특별시 중랑구 면목동,623-28,크리스탈,전세,20.95,"13,370",0,면목로38길 23,연립다세대
서울특별시 중랑구 면목동,1119,에덴빌15차,월세,29.89,"5,000",60,겸재로48길 50-6,연립다세대
서울특별시 중랑구 면목동,633-3,ES팰리스,월세,25.81,"3,000",130,사가정로52길 37,연립다세대
서울특별시 중랑구 면목동,92-6,시온클래스,전세,59.66,"33,000",0,상봉로17길 48,연립다세대
서울특별시 중랑구 면목동,121-1,삼성빌라,월세,53.61,"4,000",90,면목로80길 14,연립다세대
서울특별시 중랑구 면목동,121-1,삼성빌라,월세,53.61,"4,000",90,면목로80길 14,연립다세대
서울특별시 강남구 대치동,928-11,클라인하우제영진,월세,21.38,"1,000",62,삼성로63길 32-22,연립다세대
서울특별시 강남구 대치동,916-56,(916-56),월세,46.6,"50,000",33,삼성로69길 39-4,연립다세대
서울특별시 강남구 대치동,916-46,(916-46),월세,23.68,"15,000",10,삼성로67길 30,연립다세대
서울특별시 강남구 대치동,916-56,(916-56),전세,50.25,"46,000",0,삼성로69길 39-4,연립다세대
서울특별시 강남구 삼성동,112-18,(112-18),월세,24.39,"3,000",148,선릉로108길 7-1,연립다세대
서울특별시 강남구 삼성동,46-14,(46-14),월세,62.87,"1,000",80,봉은사로69길 15,연립다세대
서울특별시 강남구 삼성동,36-22,보보스빌라,월세,29.01,"2,000",70,봉은사로57길 27,연립다세대
서울특별시 중랑구 상봉동,253-1,삼성펠리체,월세,36.95,"22,000",25,상봉중앙로8길 16,연립다세대
서울특별시 중랑구 상봉동,108-5,(108-5),월세,16.41,"16,000",33,면목로 465-3,연립다세대
서울특별시 중랑구 상봉동,102-100,(102-100),월세,49.93,"3,000",80,면목로92길 37,연립다세대
서울특별시 강남구 개포동,1229-6,그루빌딩,전세,33.35,"34,300",0,논현로 78,연립다세대
서울특별시 강남구 개포동,1229-6,그루빌딩,월세,33.35,"25,000",85,논현로 78,연립다세대
서울특별시 강남구 개포동,1256-3,아원포레스빌나동,전세,67.98,"50,000",0,개포로25길 13-3,연립다세대
서울특별시 강남구 개포동,1229-6,그루빌딩,월세,33.35,"25,000",85,논현로 78,연립다세대
서울특별시 강남구 개포동,1229-6,그루빌딩,전세,33.35,"34,300",0,논현로 78,연립다세대
서울특별시 강남구 개포동,170-13,학산당,월세,70.42,"5,000",189,선릉로12길 27,연립다세대
서울특별시 강남구 개포동,160-4,파크힐빌리지(160-4),월세,29.78,"3,000",62,선릉로8길 28,연립다세대
서울특별시 강남구 개포동,1264-4,골든강남빌,전세,33.27,"33,500",0,개포로31길 23-3,연립다세대
서울특별시 강남구 개포동,1167-4,마메종,전세,36.59,"38,000",0,논현로4길 32,연립다세대
서울특별시 중랑구 중화동,320-102,토토세인하우스,전세,29.73,"18,000",0,중랑역로9길 11-10,연립다세대
서울특별시 강남구 역삼동,766-16,단산하이츠,월세,29.88,500,77,도곡로57길 3-9,연립다세대
서울특별시 강남구 역삼동,790-9,스톤엘리시온역삼,월세,22.38,"15,000",105,논현로 337,연립다세대
서울특별시 강남구 역삼동,703-7,루트원레지던스,월세,16.91,"18,000",7,언주로98길 36,연립다세대
서울특별시 강남구 역삼동,656-5,역삼백년빌(656-5),월세,28.09,200,90,봉은사로34길 29,연립다세대
서울특별시 강남구 역삼동,648-1,강남IBC오피스텔,월세,23.21,"1,000",97,테헤란로7길 8,연립다세대
서울특별시 강남구 역삼동,744-17,더클래스,전세,27.32,"27,000",0,역삼로17길 35,연립다세대
서울특별시 강남구 역삼동,794-23,마이플레이스(794-23),월세,42.44,"41,000",20,도곡로17길 16,연립다세대
서울특별시 중랑구 묵동,183-10,대성빌,전세,64.24,"21,000",0,동일로146길 17-8,연립다세대
서울특별시 중랑구 묵동,177-9,구산빌라,월세,28.77,"7,000",68,동일로160길 13,연립다세대
서울특별시 중랑구 묵동,174-20,아인,월세,12.08,500,42,공릉로4길 4-3,연립다세대
서울특별시 중랑구 망우동,406-32,하나빌리지,월세,48.18,"3,000",72,용마공원로5가길 9,연립다세대
서울특별시 중랑구 망우동,458-10,드림캐슬,월세,26.59,"18,000",19,봉우재로70길 19,연립다세대
서울특별시 강남구 일원동,627-1,627-1,월세,29.42,"5,000",108,개포로128길 29-2,연립다세대
서울특별시 중랑구 신내동,492-4,상원빌딩,월세,41.19,"13,000",21,용마산로 565,연립다세대
서울특별시 강남구 세곡동,541,강남효성해링턴코트,월세,113.2617,"50,000",140,자곡로 36,연립다세대
서울특별시 성북구 성북동,179-4,유앤아이빌리지,월세,29.92,"28,000",10,성북로8길 32,연립다세대
서울특별시 성북구 성북동,168-23,우림,전세,69.56,"20,000",0,성북로8다길 37-12,연립다세대
서울특별시 성북구 성북동,168-23,우림,전세,69.56,"20,000",0,성북로8다길 37-12,연립다세대
서울특별시 강남구 논현동,264-4,그린빌비동,월세,29.49,"5,000",120,선릉로119길 33,연립다세대
서울특별시 강남구 논현동,65-20,바우빌라,월세,46.17,"2,000",150,언주로147길 50,연립다세대
서울특별시 강남구 논현동,34-1,동방타운B동,월세,25.0,"1,000",85,도산대로26길 45,연립다세대
서울특별시 강남구 논현동,197-7,우림스타빌,월세,22.79,"15,000",85,강남대로114길 28,연립다세대
서울특별시 강남구 논현동,76-4,윈저빌,월세,68.02,"40,000",60,논현로142길 33,연립다세대
서울특별시 강남구 논현동,139-6,(139-6),월세,15.52,"1,000",66,강남대로128길 44-7,연립다세대
서울특별시 강남구 논현동,158-17,(158-17),월세,20.87,"1,000",95,강남대로122길 57,연립다세대
서울특별시 강남구 논현동,229-24,오페라하우스(229-24),전세,64.98,"36,750",0,논현로114길 15,연립다세대
서울특별시 강남구 논현동,34-1,동방타운B동,월세,25.0,"1,000",85,도산대로26길 45,연립다세대
서울특별시 강남구 논현동,150-16,THECORNERSTONE,전세,19.74,"18,000",0,논현로123길 31-1,연립다세대
서울특별시 성북구 동선동2가,268,프린스빌라,월세,75.9,"1,000",60,보문로32길 80-4,연립다세대
서울특별시 성북구 동선동2가,268,프린스빌라,월세,67.42,"1,000",58,보문로32길 80-4,연립다세대
서울특별시 성북구 동선동3가,236-2,트리지움A동,월세,23.8,100,48,보문로34나길 21,연립다세대
서울특별시 성북구 동선동3가,236-2,트리지움A동,월세,23.8,100,48,보문로34나길 21,연립다세대
서울특별시 성북구 보문동6가,313,(313-0),전세,57.32,"21,000",0,보문로13바길 9,연립다세대
서울특별시 성북구 보문동7가,134-11,탑스하우징,전세,26.55,"27,000",0,보문로13나길 8-5,연립다세대
서울특별시 강남구 신사동,520-11,토미하우스,월세,54.93,"2,000",175,강남대로160길 39,연립다세대
서울특별시 성북구 보문동2가,74-3,범진우주하우스,월세,20.08,"3,000",80,지봉로23길 13-5,연립다세대
서울특별시 성북구 보문동2가,74-3,범진우주하우스,월세,20.08,"3,000",80,지봉로23길 13-5,연립다세대
서울특별시 성북구 정릉동,788-4,(788-4),전세,57.77,"27,300",0,보국문로 184,연립다세대
서울특별시 성북구 정릉동,716-122,(716-122),월세,15.03,"2,000",70,솔샘로5가길 11,연립다세대
서울특별시 성북구 정릉동,314,초원빌리지,전세,29.9,"14,996",0,솔샘로14길 36,연립다세대
서울특별시 성북구 정릉동,693-11,(693-11),월세,93.88,500,40,솔샘로5길 18,연립다세대
서울특별시 성북구 정릉동,314,초원빌리지,전세,29.9,"14,990",0,솔샘로14길 36,연립다세대
서울특별시 성동구 용답동,46-1,느아르떼청계,전세,29.21,"26,000",0,용답25다길 23,연립다세대
서울특별시 성동구 용답동,46-1,느아르떼청계,전세,29.98,"30,000",0,용답25다길 23,연립다세대
서울특별시 성동구 용답동,46-1,느아르떼청계,전세,29.21,"26,000",0,용답25다길 23,연립다세대
서울특별시 성동구 성수동2가,301-24,경동타운,전세,44.03,"29,000",0,연무장1길 4-1,연립다세대
서울특별시 강남구 청담동,70-7,청담빌라(70-7),전세,57.1,"40,000",0,영동대로131길 14-4,연립다세대
서울특별시 강남구 삼성동,146-16,경성빌,월세,33.61,"2,000",69,삼성로108길 13,연립다세대
서울특별시 강남구 삼성동,46-25,네이처빌,월세,60.65,"37,900",4,삼성로115길 47-4,연립다세대
서울특별시 강남구 삼성동,69-19,(69-19),월세,30.08,"1,000",66,삼성로116길 9,연립다세대
서울특별시 강남구 삼성동,32-16,좋은사람좋은집(32-16),월세,47.17,"2,000",146,봉은사로57길 42,연립다세대
서울특별시 광진구 화양동,12-44,wonhiuseⅡ(12-44),월세,16.06,"11,000",7,군자로3길 25-8,연립다세대
