시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 은평구 불광동,221-30,(221-30),월세,75.62,"2,000",40,불광로13길 16-7,연립다세대
서울특별시 양천구 신월동,519-21,임오마이다스빌,전세,51.28,"13,200",0,오목로 28-6,연립다세대
서울특별시 양천구 신월동,137-14,조은팰리스30차,월세,45.06,"2,000",115,남부순환로55길 16,연립다세대
서울특별시 양천구 신월동,457-1,CM렉스빌(457-1),전세,29.67,"15,000",0,중앙로57길 25,연립다세대
서울특별시 서대문구 대신동,124,화림빌딩,월세,61.55,"3,000",28,봉원사길 19,연립다세대
서울특별시 은평구 불광동,105-76,105-76,전세,57.93,"24,800",0,연서로40길 4-1,연립다세대
서울특별시 마포구 합정동,377-25,리버웨이빌,월세,29.96,"1,000",93,양화진4길 23-8,연립다세대
서울특별시 마포구 합정동,461-4,더씨에스한강뷰,전세,22.82,"26,000",0,동교로8길 64,연립다세대
서울특별시 은평구 불광동,296,골드빌,전세,43.24,"14,000",0,통일로72길 17-12,연립다세대
서울특별시 양천구 신정동,890-24,두성빌딩,전세,59.94,"30,800",0,목동로23길 6,연립다세대
서울특별시 양천구 신정동,974-19,건향파크빌3차,월세,17.88,"2,000",55,은행정로7길 46,연립다세대
서울특별시 양천구 신정동,739-11,청하빌라,월세,30.74,0,40,남부순환로 700-6,연립다세대
서울특별시 양천구 신정동,874-2,우일빌라,전세,45.46,"10,000",0,신정중앙로15길 5-7,연립다세대
서울특별시 양천구 신정동,954-12,씨티블레스,월세,28.34,"17,500",35,은행정로 57,연립다세대
서울특별시 마포구 신수동,310,대명시티파크(310-0),전세,60.24,"30,000",0,토정로17길 35,연립다세대
서울특별시 마포구 신수동,91-446,(91-446),월세,17.55,"3,000",44,신수로8길 11,연립다세대
서울특별시 서대문구 북가좌동,367-13,장미빌라,전세,58.53,"20,000",0,거북골로21길 14,연립다세대
서울특별시 양천구 목동,231-154,금호하이츠,전세,75.39,"14,000",0,목동중앙본로20길 76,연립다세대
서울특별시 관악구 봉천동,1580-3,관악그린빌라,전세,104.72,"24,000",0,청룡15길 14,연립다세대
서울특별시 강서구 방화동,612-162,골든펠리스,월세,12.48,"5,000",25,개화동로29길 47,연립다세대
서울특별시 구로구 구로동,415-44,미라벨,전세,22.41,"18,900",0,구로동로35길 22,연립다세대
서울특별시 구로구 구로동,742-21,(742-21),전세,40.68,"11,000",0,구로동로12길 78-4,연립다세대
서울특별시 동작구 노량진동,215-157,리베르떼,월세,22.43,"25,500",5,만양로6길 46,연립다세대
서울특별시 동작구 노량진동,234-5,세봉빌라,전세,68.28,"46,000",0,장승배기로23길 10,연립다세대
서울특별시 영등포구 신길동,310-3,해밀리움1동,전세,27.16,"18,000",0,가마산로61길 14-21,연립다세대
서울특별시 영등포구 신길동,464-4,온리하우스,전세,22.12,"23,000",0,여의대방로47다길 5,연립다세대
서울특별시 동작구 노량진동,205-39,(205-39),전세,28.92,"27,590",0,만양로14바길 28,연립다세대
서울특별시 송파구 송파동,36-19,에비뉴빌,월세,41.745,"3,000",155,백제고분로43길 29,연립다세대
서울특별시 송파구 송파동,117-30,(117-30),월세,46.72,"30,000",17,가락로21길 58-1,연립다세대
서울특별시 송파구 송파동,187-4,송파하이츠빌,월세,38.98,"17,380",2,송파대로34가길 6-7,연립다세대
서울특별시 송파구 송파동,189-8,(189-8),전세,61.46,"37,650",0,송파대로34가길 18,연립다세대
서울특별시 송파구 송파동,117-10,(117-10),월세,37.27,"26,700",10,백제고분로44길 34,연립다세대
서울특별시 구로구 오류동,152-13,"우석빌라(가,나,다)",전세,76.56,"20,000",0,오류로8다길 9,연립다세대
서울특별시 서초구 양재동,358-5,명하우스,월세,18.32,"1,000",67,강남대로6길 66-16,연립다세대
서울특별시 서초구 양재동,8-17,은호하우스,월세,21.27,"8,000",35,강남대로34길 63,연립다세대
서울특별시 서초구 양재동,207-1,부성빌딩,전세,41.21,"25,500",0,매헌로6길 36-8,연립다세대
서울특별시 서초구 양재동,364-5,풍원하임빌,월세,29.91,"31,500",15,동산로8길 66,연립다세대
서울특별시 서초구 양재동,373-2,아원빌라,전세,63.12,"42,200",0,동산로8길 11,연립다세대
서울특별시 서초구 양재동,266-8,(266-8),월세,29.95,"25,000",30,언남11길 7-12,연립다세대
서울특별시 서초구 양재동,7-19,더베스트,월세,26.33,"29,500",6,강남대로34길 86,연립다세대
서울특별시 구로구 오류동,3-10,금송빌리지,전세,43.3,"13,000",0,경인로15길 75-18,연립다세대
서울특별시 송파구 송파동,115-5,(115-5),월세,73.72,"11,000",37,송파대로42길 34-15,연립다세대
서울특별시 송파구 송파동,92-3,송림빌라(92-3),월세,56.56,"30,000",19,가락로21길 4-49,연립다세대
서울특별시 강서구 마곡동,1431,지오빌,월세,46.62,"19,900",15,방화대로40길 42,연립다세대
서울특별시 관악구 봉천동,734-20,동방타운,월세,45.57,"2,000",113,봉천로7길 37,연립다세대
서울특별시 관악구 봉천동,218-11,장군캠퍼스텔,월세,80.55,"1,000",45,낙성대로3길 21-11,연립다세대
서울특별시 관악구 봉천동,685-68,봉일빌라,월세,76.95,"22,000",15,당곡2길 65,연립다세대
서울특별시 관악구 봉천동,41-36,대성빌라,월세,30.5,"6,000",35,은천로35길 40,연립다세대
서울특별시 구로구 개봉동,304-8,디자인화이트빌(304-8),월세,41.28,"17,500",15,개봉로17다길 23,연립다세대
서울특별시 강서구 가양동,251-2,세종보타닉2차,전세,29.42,"23,600",0,양천로47가길 32,연립다세대
서울특별시 금천구 가산동,142-2,리베라움2차,전세,26.82,"23,400",0,남부순환로108길 10-4,연립다세대
서울특별시 금천구 시흥동,3-26,아름아트빌,전세,54.12,"13,900",0,독산로50길 163-9,연립다세대
서울특별시 금천구 시흥동,815-9,제일파크타운,월세,44.56,"1,904",25,독산로28가길 12,연립다세대
서울특별시 금천구 시흥동,819-18,낙원케렌시아,월세,54.08,"2,425",32,독산로26길 19,연립다세대
서울특별시 금천구 독산동,1057,롯데블르빌2차,월세,29.95,"18,700",15,시흥대로98길 30,연립다세대
서울특별시 금천구 독산동,964-17,신양그린빌,월세,58.0,"2,331",30,독산로107길 47,연립다세대
서울특별시 동작구 사당동,1050-15,어반팰리스사당,전세,28.45,"29,000",0,남부순환로259가길 27,연립다세대
서울특별시 동작구 사당동,220-33,220-33,월세,17.65,"6,000",53,사당로9나길 9,연립다세대
서울특별시 동작구 사당동,303-5,희망,월세,68.26,"5,500",110,남부순환로255바길 8,연립다세대
서울특별시 동작구 사당동,183-10,예성휴캐슬(183-10),월세,28.62,"5,000",70,사당로2사길 33,연립다세대
서울특별시 동작구 사당동,241-24,세영베스트빌(241-24),전세,80.0,"40,500",0,사당로8길 69,연립다세대
서울특별시 동작구 사당동,230-7,노블리치빌,전세,36.86,"25,000",0,사당로8가길 7,연립다세대
서울특별시 관악구 신림동,652-54,휴먼빌,월세,45.99,"22,800",20,난곡로24바길 19,연립다세대
서울특별시 관악구 신림동,501-21,네모하우스,월세,26.5,"23,000",10,난곡로74길 37,연립다세대
서울특별시 관악구 신림동,598-32,건영B,월세,50.01,"10,000",30,법원단지5라길 25,연립다세대
서울특별시 관악구 신림동,1464-42,스카이,월세,26.78,"5,000",70,관천로11길 11,연립다세대
서울특별시 관악구 신림동,409-130,대영맨숀,전세,74.25,"17,500",0,신림로41길 25,연립다세대
서울특별시 관악구 신림동,654-35,월드그린빌,전세,59.97,"19,400",0,난곡로10길 64,연립다세대
서울특별시 서초구 방배동,869-7,(869-7),월세,92.84,"25,000",140,방배중앙로 84,연립다세대
서울특별시 관악구 신림동,1639-13,더케이타워,월세,21.616,"3,000",74,남부순환로 1592-7,연립다세대
서울특별시 관악구 신림동,94-36,서림도시형생활주택,월세,12.32,"2,000",59,쑥고개로 2,연립다세대
서울특별시 강서구 화곡동,98-102,삼성위브빌,월세,29.78,"13,900",22,까치산로4길 38,연립다세대
서울특별시 강서구 화곡동,1071-12,호성파크맨션3차,월세,51.62,"13,800",30,화곡로18길 14-33,연립다세대
서울특별시 강서구 화곡동,59-33,동연하우스,월세,38.22,"1,000",70,까치산로10길 57-13,연립다세대
서울특별시 강서구 화곡동,421-17,우솔아트빌,월세,28.39,"3,000",110,강서로17길 91,연립다세대
서울특별시 동작구 신대방동,366-223,금강그린빌,전세,44.98,"21,000",0,여의대방로22라길 29,연립다세대
서울특별시 동작구 상도동,214-323,원앙빌라,전세,44.78,"13,000",0,양녕로26길 74,연립다세대
서울특별시 동작구 상도동,467-5,상록원룸,월세,24.25,"1,000",58,상도로37길 64,연립다세대
서울특별시 동작구 상도동,470-15,제일빌라,월세,26.84,"2,000",73,상도로52길 12,연립다세대
서울특별시 동작구 상도동,210-195,모건쉐르빌,전세,29.34,"17,700",0,양녕로25길 27,연립다세대
서울특별시 동작구 상도동,264-78,오성빌라트,전세,45.84,"17,850",0,성대로11가길 17-3,연립다세대
서울특별시 동작구 상도동,299-24,현대빌라(299-24),전세,69.48,"29,000",0,국사봉10길 42,연립다세대
서울특별시 동작구 상도동,7-7,해뜨는집(7-7),월세,108.71,500,41,매봉로2가길 9,연립다세대
서울특별시 강서구 화곡동,424-70,제이투리더스,전세,27.58,"21,790",0,곰달래로17길 9,연립다세대
서울특별시 강서구 화곡동,396-14,나산주택(가동),전세,59.46,"15,750",0,강서로18마길 14-8,연립다세대
서울특별시 강서구 화곡동,369-18,우성빌라,월세,53.37,"12,000",47,가로공원로82길 25,연립다세대
서울특별시 강서구 화곡동,856-4,광명하이츠3차,월세,50.22,"12,000",33,강서로8길 114,연립다세대
서울특별시 강서구 화곡동,841-15,삼정파크뷰,전세,29.98,"15,400",0,곰달래로52길 22,연립다세대
서울특별시 강서구 화곡동,56-103,서현빌라(56-103),월세,42.34,"9,890",25,초록마을로 93-4,연립다세대
서울특별시 강서구 화곡동,102-242,대림네스트빌,월세,40.95,"13,600",25,까치산로4길 75,연립다세대
서울특별시 강서구 화곡동,1085-9,와이앤비,월세,27.36,"17,890",5,화곡로24길 40-27,연립다세대
서울특별시 강서구 화곡동,480-23,서광파스텔,전세,61.1,"14,490",0,등촌로13길 103,연립다세대
서울특별시 강서구 화곡동,354-41,남성아트빌(354-41),월세,34.01,"16,000",15,강서로17다길 5-17,연립다세대
서울특별시 강서구 화곡동,410-23,프라임빌(410-23),전세,23.63,"17,000",0,초록마을로30길 23,연립다세대
서울특별시 강서구 화곡동,1115-34,casagio,월세,29.86,"19,700",15,까치산로 175,연립다세대
서울특별시 강서구 화곡동,975-16,MARNI,월세,18.7,"3,000",75,화곡로50길 26-4,연립다세대
서울특별시 강서구 화곡동,921-2,(921-2),월세,41.41,"1,000",55,곰달래로18길 4,연립다세대
서울특별시 강서구 화곡동,403-13,화곡큐6,전세,22.87,"26,200",0,강서로 140,연립다세대
서울특별시 강서구 화곡동,98-135,까치맨션,전세,58.59,"10,060",0,강서로26길 50,연립다세대
서울특별시 강서구 화곡동,29-41,아인스빌(29-41),월세,36.99,"13,000",20,까치산로15길 9,연립다세대
서울특별시 강서구 화곡동,24-558,순환빌라(24-260),월세,43.78,"2,000",50,초록마을로4길 14-9,연립다세대
서울특별시 강서구 화곡동,1085-9,와이앤비,월세,27.36,"17,890",5,화곡로24길 40-27,연립다세대
서울특별시 동작구 상도1동,428-1,에벤에셀(428-1),월세,14.06,"1,000",68,상도로41길 36,연립다세대
서울특별시 동작구 상도1동,365-3,에이레네(365-3외),월세,17.97,500,50,상도로37길 33,연립다세대
서울특별시 동작구 상도1동,483-13,늘품명가,월세,13.76,"1,000",60,상도로47길 98,연립다세대
서울특별시 서초구 방배동,813-2,(813-2),전세,29.98,"30,000",0,서초대로23길 118,연립다세대
서울특별시 서초구 방배동,890-14,방배아스톤하우스,전세,56.21,"38,800",0,서초대로30길 35-5,연립다세대
서울특별시 서초구 방배동,791-27,원네스빌,월세,49.86,"10,000",93,동광로15길 21,연립다세대
서울특별시 서초구 방배동,853-12,리젠캐슬,월세,21.71,"1,000",69,서초대로23길 37-10,연립다세대
서울특별시 서초구 방배동,916-11,더레전드방배,월세,16.2,"1,000",60,방배로13길 53-16,연립다세대
서울특별시 서초구 방배동,454-3,(454-3),월세,84.96,"5,000",54,방배천로8길 16-12,연립다세대
서울특별시 서초구 방배동,890-14,방배아스톤하우스,전세,56.21,"38,800",0,서초대로30길 35-5,연립다세대
서울특별시 서초구 방배동,477-11,방배파크빌,월세,54.03,"40,000",45,효령로4길 11,연립다세대
서울특별시 서초구 방배동,923-9,멀바우,월세,60.24,"10,000",109,효령로31길 59,연립다세대
서울특별시 서초구 방배동,862-16,더토브서초,전세,21.03,"24,000",0,도구로 120-10,연립다세대
서울특별시 서초구 방배동,768-7,금용빌라,전세,74.96,"35,500",0,동광로11길 82,연립다세대
서울특별시 서초구 방배동,766-32,알파인하우스,전세,58.27,"38,840",0,동광로1길 50,연립다세대
서울특별시 서초구 방배동,750-9,반포스테이리버뷰,전세,18.38,"29,000",0,동광로19길 138,연립다세대
서울특별시 용산구 효창동,2-15,H파크빌,월세,29.76,"15,000",60,효창원로76길 15,연립다세대
서울특별시 용산구 효창동,5-742,효창하이츠빌라(B),전세,69.88,"34,000",0,백범로79길 65-3,연립다세대
서울특별시 성동구 응봉동,264-93,금호파크빌119동,전세,57.52,"17,850",0,독서당로63길 41,연립다세대
서울특별시 종로구 동숭동,7-10,대명빌라,월세,54.3,"12,000",65,동숭4다길 5,연립다세대
서울특별시 용산구 용문동,8-44,한빛창빌,전세,20.55,"20,400",0,효창원로54길 28,연립다세대
서울특별시 용산구 용문동,38-95,세종프라임빌,전세,26.2,"24,670",0,효창원로37나길 20-10,연립다세대
서울특별시 광진구 군자동,6-1,THEOPERA,전세,29.99,"30,000",0,면목로5길 30-33,연립다세대
서울특별시 성북구 동선동5가,83,(83-0),전세,36.27,"7,700",0,아리랑로4길 49-6,연립다세대
서울특별시 성동구 용답동,228-8,더마크,월세,23.77,"24,000",10,자동차시장1길 25,연립다세대
서울특별시 용산구 청파동3가,118-129,카이벨로체청파4차,전세,26.89,"29,000",0,청파로43라길 29,연립다세대
서울특별시 종로구 평창동,154-1,삼형파크맨션,월세,108.36,"34,000",55,평창21길 9-26,연립다세대
서울특별시 중구 신당동,372-435,그린빌,월세,45.72,"19,000",44,동호로7길 47-5,연립다세대
서울특별시 중구 신당동,304-803,현대로얄빌라,전세,77.95,"48,000",0,청구로22길 16,연립다세대
서울특별시 성북구 삼선동3가,42-7,원흥하이츠빌라,월세,42.09,"12,800",72,보문로31길 69,연립다세대
서울특별시 광진구 구의동,204-45,부광알펜시아,전세,29.99,"24,200",0,광나루로46길 24-5,연립다세대
서울특별시 강남구 논현동,270-34,유니빌(UNIVILL),전세,196.88,"80,000",0,선릉로111길 22-8,연립다세대
서울특별시 중구 신당동,432-2041,진화빌라,월세,38.61,"1,000",50,동호로11바길 36,연립다세대
서울특별시 성동구 행당동,19-70,(19-70),월세,86.1,"1,000",70,마조로3나길 18,연립다세대
서울특별시 성동구 행당동,70-18,아름하우스,월세,24.23,"2,500",53,살곶이4길 12,연립다세대
서울특별시 동대문구 휘경동,312-10,아크로이스,월세,17.2,"2,000",95,망우로 22-1,연립다세대
서울특별시 광진구 구의동,251-167,블루스카이,월세,29.99,"28,800",30,아차산로49길 87-4,연립다세대
서울특별시 광진구 구의동,241-11,청송주택,월세,23.4,"1,000",50,자양로22길 67,연립다세대
서울특별시 강남구 논현동,153-6,모젠빌,월세,31.46,"16,800",10,논현로119길 20-5,연립다세대
서울특별시 강남구 논현동,259-7,비스하우스,전세,26.24,"19,900",0,학동로44길 43-4,연립다세대
서울특별시 강남구 논현동,246-24,(246-24),월세,79.32,"17,000",62,학동로44길 18-12,연립다세대
서울특별시 강남구 논현동,246-24,(246-24),월세,79.32,"17,000",62,학동로44길 18-12,연립다세대
서울특별시 광진구 구의동,242-108,242-108,월세,26.32,"16,000",14,자양로22길 74-13,연립다세대
서울특별시 성북구 정릉동,410-8,정릉아띠끄빌,월세,29.54,"14,230",20,보국문로8길 54,연립다세대
서울특별시 강남구 역삼동,827-72,해오름빌,월세,14.4,500,76,강남대로78길 33-3,연립다세대
서울특별시 종로구 명륜2가,91-4,글로리아하우스,월세,46.36,"5,000",130,창경궁로33길 45-3,연립다세대
서울특별시 중구 신당동,364-10,아이팰리스,월세,56.31,"17,000",84,동호로11길 50,연립다세대
서울특별시 성동구 성수동2가,564-7,양지빌라1동,월세,32.28,"1,000",30,성덕정길 104-16,연립다세대
서울특별시 성북구 동선동3가,43,두나빌딩,월세,13.87,"2,000",70,동소문로26마길 45,연립다세대
서울특별시 중구 신당동,372-435,그린빌,월세,45.72,"19,000",44,동호로7길 47-5,연립다세대
서울특별시 성동구 성수동1가,374-1,상록연립,전세,60.93,"30,000",0,둘레9가길 23,연립다세대
서울특별시 광진구 구의동,242-108,242-108,월세,26.32,"16,000",11,자양로22길 74-13,연립다세대
서울특별시 광진구 구의동,36-16,신일맨숀,월세,98.97,"5,000",100,자양로44길 97,연립다세대
서울특별시 성동구 성수동1가,33-70,위더스하임Ⅰ,월세,26.71,"3,000",125,뚝섬로3나길 20,연립다세대
서울특별시 성동구 사근동,213-2,인터빌,월세,49.79,"1,000",80,사근동9가길 6,연립다세대
서울특별시 동대문구 전농동,558-44,558-44,월세,59.66,"3,000",121,답십리로23길 94-9,연립다세대
서울특별시 강남구 삼성동,34-12,힐스테이7,전세,25.18,"25,000",0,선릉로120길 4-3,연립다세대
서울특별시 용산구 신창동,77-10,77에비뉴,전세,19.2,"23,000",0,효창원로23길 6-9,연립다세대
서울특별시 중랑구 중화동,309-11,(309-11),전세,22.98,"21,000",0,봉화산로3길 62-7,연립다세대
서울특별시 광진구 중곡동,18-115,봄내빌,월세,57.85,"6,000",120,용마산로22길 19-23,연립다세대
서울특별시 성동구 송정동,67-25,더라움,전세,17.48,"25,000",0,송정길 10-23,연립다세대
서울특별시 동대문구 장안동,405-2,노블하임,월세,29.64,"18,000",21,천호대로79길 45,연립다세대
서울특별시 동대문구 장안동,397-13,주원파크빌(397-13),월세,29.97,"5,000",78,장한로17길 39,연립다세대
서울특별시 강남구 삼성동,46-2,삼성그린빌(46-2),월세,31.07,"1,000",93,봉은사로67길 26,연립다세대
서울특별시 광진구 화양동,109-7,예그리나Ⅱ,월세,12.35,"11,000",15,군자로6길 28,연립다세대
서울특별시 광진구 화양동,37-30,Mamaison,월세,20.36,"3,000",43,동일로26길 18,연립다세대
서울특별시 동대문구 용두동,39-546,39-546,전세,29.27,"24,500",0,천호대로35길 78,연립다세대
서울특별시 광진구 능동,223-9,원진빌딩(프라임빌),월세,14.52,"7,000",37,능동로34길 27,연립다세대
서울특별시 중랑구 상봉동,298-1,세종에코그린,월세,58.69,"17,640",7,봉화산로44길 2,연립다세대
서울특별시 광진구 화양동,12-44,wonhiuseⅡ(12-44),월세,17.11,"3,000",56,군자로3길 25-8,연립다세대
서울특별시 광진구 화양동,17-16,아스하임,월세,14.41,"1,000",87,군자로 43,연립다세대
서울특별시 광진구 화양동,109-7,예그리나Ⅱ,월세,12.35,"11,000",15,군자로6길 28,연립다세대
서울특별시 용산구 후암동,334-6,(334-6),월세,59.12,"26,250",15,두텁바위로57길 20,연립다세대
서울특별시 광진구 중곡동,257-18,하나빌라트,월세,68.97,"23,000",30,긴고랑로10길 38,연립다세대
서울특별시 용산구 이태원동,198-8,THE-Y198,전세,29.78,"27,500",0,녹사평대로46길 68-9,연립다세대
서울특별시 용산구 이태원동,200-5,StreetofDream12Th,월세,76.31,"1,000",260,회나무로44나길 38,연립다세대
서울특별시 종로구 동숭동,4-6,(4-6),월세,13.47,"1,000",60,동숭4길 42,연립다세대
서울특별시 성북구 정릉동,670-13,제이엔비더베스트,월세,14.0728,"1,000",55,정릉로15길 21,연립다세대
서울특별시 용산구 보광동,68,캐피탈빌라,전세,76.77,"28,000",0,서빙고로95길 7,연립다세대
서울특별시 동대문구 답십리동,467-62,로얄팰리스B동,전세,28.2,"26,000",0,황물로1길 16,연립다세대
서울특별시 동대문구 답십리동,36-27,답십리시티빌,전세,29.84,"23,500",0,답십리로48길 50,연립다세대
서울특별시 용산구 서계동,33-259,힐스타빌서계,월세,29.86,"15,000",50,청파로73길 82,연립다세대
서울특별시 용산구 청파동3가,118-129,카이벨로체청파4차,전세,17.88,"23,000",0,청파로43라길 29,연립다세대
서울특별시 용산구 청파동3가,132-55,유화빌리지,월세,63.3,"10,000",130,효창원로 182,연립다세대
서울특별시 용산구 한남동,11-316,한남빌라(힐미드),월세,138.24,"105,000",25,유엔빌리지길 89,연립다세대
서울특별시 용산구 한남동,11-316,한남빌라(힐미드),전세,138.24,"110,000",0,유엔빌리지길 89,연립다세대
서울특별시 중구 장충동2가,193-134,정민빌라,월세,21.48,"1,000",40,동호로25길 37-25,연립다세대
서울특별시 중구 장충동2가,193-467,써니빌(193-467),전세,15.64,"4,990",0,동호로25가길 45,연립다세대
서울특별시 중구 장충동2가,193-477,퍼스틱스튜디오,월세,43.15,"3,500",45,동호로25길 37-7,연립다세대
서울특별시 중구 장충동2가,193-482,빌라미네르바,월세,19.36,500,55,동호로25가길 7-1,연립다세대
서울특별시 강남구 청담동,17-19,HEUNGWHA빌딩,전세,51.21,"38,800",0,도산대로70길 12-6,연립다세대
서울특별시 광진구 중곡동,18-36,아인슈타인하우스,전세,34.1,"16,000",0,용마산로26길 17,연립다세대
서울특별시 성동구 금호동3가,576,두리빌라3차,전세,57.9,"20,000",0,무수막3길 20,연립다세대
서울특별시 광진구 중곡동,28-24,대호빌딩,전세,62.08,"20,790",0,능동로50길 55,연립다세대
서울특별시 광진구 중곡동,128-6,집앤사이카스,월세,26.52,"29,100",5,천호대로119길 77,연립다세대
서울특별시 광진구 중곡동,104-76,하우젠빌(104-76),월세,33.28,"21,000",15,영화사로9가길 4,연립다세대
서울특별시 중랑구 면목동,172-87,진양파크빌,월세,67.05,"3,000",100,겸재로10길 65,연립다세대
서울특별시 중랑구 면목동,1291,한두하우스,전세,66.51,"20,790",0,면목로84길 43-32,연립다세대
서울특별시 중랑구 면목동,1551,봄작시티52,월세,33.14,"5,000",120,봉우재로 52,연립다세대
서울특별시 중랑구 면목동,92-82,(92-82),월세,30.05,"1,000",60,봉우재로48길 12,연립다세대
서울특별시 중랑구 면목동,616-33,행운빌딩,전세,23.37,"20,900",0,면목로42길 11,연립다세대
서울특별시 성북구 정릉동,392-45,아르떼빌,월세,21.45,"5,000",80,정릉로21길 48-8,연립다세대
서울특별시 성북구 안암동5가,102-93,theban,월세,12.0,"1,000",63,고려대로22길 25,연립다세대
서울특별시 동대문구 이문동,346-64,혜성빌,월세,29.98,"2,000",110,회기로25가길 2,연립다세대
서울특별시 동대문구 이문동,210-1,삼화에코빌,월세,45.86,"6,322",20,한천로66길 21,연립다세대
서울특별시 동대문구 이문동,210-1,삼화에코빌,월세,45.86,"8,012",10,한천로66길 21,연립다세대
서울특별시 성북구 정릉동,409-49,중앙아트빌,전세,34.49,"14,850",0,보국문로10길 4,연립다세대
서울특별시 성북구 정릉동,266-380,(266-380),월세,15.22,"1,000",50,보국문로16다길 16-3,연립다세대
서울특별시 성북구 정릉동,206-60,천우네오젠(206-60),월세,28.11,"1,000",90,보국문로8가길 21,연립다세대
서울특별시 광진구 자양동,845-16,(845-16),월세,39.93,"1,000",100,뚝섬로23가길 6,연립다세대
서울특별시 광진구 자양동,640-33,메종드52,월세,24.07,"3,000",75,뚝섬로52마길 21,연립다세대
서울특별시 성동구 성수동2가,321-107,르하임성수,월세,14.09,"12,000",65,연무장길 50-1,연립다세대
서울특별시 성동구 성수동2가,299-168,송보파인빌,월세,15.3317,"2,000",70,광나루로4길 11,연립다세대
서울특별시 성북구 정릉동,717-22,골든빌,월세,16.8,"1,000",80,솔샘로5길 42-10,연립다세대
서울특별시 강남구 일원동,643-9,에이치피엘,전세,20.79,"22,000",0,양재대로53길 26,연립다세대
서울특별시 광진구 자양동,651-1,경성빌라,월세,62.43,"32,000",25,뚝섬로54길 17,연립다세대
서울특별시 광진구 자양동,640-33,메종드52,월세,46.41,"30,000",17,뚝섬로52마길 21,연립다세대
서울특별시 광진구 자양동,832-29,엘케이플레이스5차,전세,29.68,"27,000",0,동일로16길 29,연립다세대
서울특별시 용산구 용문동,38-137,행복인,전세,17.37,"21,000",0,효창원로37나길 19-5,연립다세대
서울특별시 용산구 효창동,5-244,(5-244),전세,50.29,"30,870",0,백범로51길 1-1,연립다세대
서울특별시 성동구 송정동,67-25,더라움,전세,31.39,"31,000",0,송정길 10-23,연립다세대
서울특별시 성동구 송정동,67-25,더라움,전세,31.39,"28,400",0,송정길 10-23,연립다세대
서울특별시 용산구 청파동2가,20,케렌시아용산,전세,27.53,"31,500",0,청파로53길 18,연립다세대
서울특별시 용산구 청파동2가,20,케렌시아용산,전세,27.53,"31,500",0,청파로53길 18,연립다세대
서울특별시 동대문구 회기동,101-20,3차동일아트맨션,전세,59.17,"19,950",0,회기로12길 27-12,연립다세대
서울특별시 중구 황학동,1530,(1530-0),전세,53.96,"22,500",0,난계로17길 30-13,연립다세대
서울특별시 용산구 원효로1가,17-56,금강프라임빌,전세,28.86,"27,500",0,백범로79나길 8,연립다세대
서울특별시 강남구 대치동,900-34,성영빌,월세,62.59,"3,000",142,역삼로67길 16,연립다세대
서울특별시 종로구 명륜4가,49-2,(49-2),월세,13.2,"1,000",65,대명1길 16-8,연립다세대
서울특별시 용산구 청파동1가,89-22,대명피렌체,월세,48.54,"2,000",60,효창원로86라길 42,연립다세대
서울특별시 종로구 옥인동,183-1,옥인,월세,59.23,"15,000",130,옥인길 82,연립다세대
서울특별시 중구 황학동,951,소미골드라인(102동),전세,29.98,"27,000",0,마장로18길 20,연립다세대
서울특별시 중랑구 망우동,92-52,(92-52),월세,14.69,500,45,망우로87길 39-1,연립다세대
서울특별시 성북구 정릉동,410-8,정릉아띠끄빌,월세,29.84,"14,490",20,보국문로8길 54,연립다세대
서울특별시 강남구 대치동,955-8,(955-8),월세,14.35,"1,000",65,역삼로83길 22,연립다세대
서울특별시 중구 장충동2가,193-481,영웅타운,월세,57.3,500,50,동호로25가길 45-1,연립다세대
서울특별시 용산구 효창동,2-41,효창신비빌A,전세,29.99,"25,200",0,효창원로76길 31,연립다세대
서울특별시 성동구 마장동,566-31,씨티하우스,전세,26.64,"24,150",0,마장로27가길 12,연립다세대
서울특별시 강남구 대치동,898-18,오페라하우스,월세,20.04,"12,200",13,선릉로76길 5-14,연립다세대
서울특별시 광진구 자양동,193-13,센트럴리버뷰,전세,21.31,"21,000",0,뚝섬로22길 79-9,연립다세대
서울특별시 광진구 자양동,598-32,가든하우스,전세,23.32,"22,000",0,뚝섬로46길 51,연립다세대
서울특별시 광진구 능동,245-8,화명노블레스,전세,52.07,"15,600",0,능동로34길 93,연립다세대
서울특별시 용산구 효창동,5-114,(5-114),전세,51.03,"25,000",0,효창원로62길 22-18,연립다세대
서울특별시 강남구 대치동,934-8,스톤빌리지대치2차,전세,32.22,"42,000",0,삼성로63길 43,연립다세대
서울특별시 강남구 역삼동,704-43,RAUM,전세,19.44,"16,000",0,테헤란로47길 19,연립다세대
서울특별시 광진구 군자동,6-1,THEOPERA,전세,29.99,"30,000",0,면목로5길 30-33,연립다세대
서울특별시 강남구 일원동,643-9,에이치피엘,전세,20.79,"22,000",0,양재대로53길 26,연립다세대
서울특별시 용산구 용문동,5-19,라온빌B동,월세,27.64,"28,000",10,백범로74길 26,연립다세대
서울특별시 용산구 용문동,8-34,미래위너스(8-34),월세,29.58,"23,625",10,효창원로54길 20,연립다세대
서울특별시 용산구 용문동,8-44,한빛창빌,전세,20.55,"20,400",0,효창원로54길 28,연립다세대
