시군구,번지,전월세구분,계약면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 금천구 독산동,8**,월세,20.0,"2,000",45,문성로1길,단독다가구
서울특별시 동작구 상도동,2**,월세,40.0,"2,000",60,양녕로22가길,단독다가구
서울특별시 금천구 독산동,9**,월세,23.0,"1,000",20,독산로72길,단독다가구
서울특별시 구로구 구로동,5**,전세,49.4,"21,000",0,공원로9길,단독다가구
서울특별시 구로구 구로동,7**,월세,22.0,"1,000",45,구로동로19길,단독다가구
서울특별시 구로구 구로동,7**,월세,40.0,"2,000",40,구로동로7길,단독다가구
서울특별시 구로구 구로동,3**,월세,25.0,500,35,가마산로20길,단독다가구
서울특별시 양천구 신정동,1**,월세,28.24,"1,000",65,신목로4길,단독다가구
서울특별시 양천구 신정동,9**,월세,26.0,500,40,오목로24길,단독다가구
서울특별시 구로구 궁동,2**,월세,45.68,"7,000",28,부일로13길,단독다가구
서울특별시 구로구 궁동,9*,월세,16.5,300,30,오리로21길,단독다가구
서울특별시 구로구 오류동,1*,월세,39.0,800,50,고척로,단독다가구
서울특별시 금천구 독산동,8**,월세,18.0,"1,000",63,문성로1길,단독다가구
서울특별시 금천구 독산동,1***,월세,63.9,"7,000",80,독산로68길,단독다가구
서울특별시 금천구 독산동,3**,전세,32.0,"5,000",0,독산로64라길,단독다가구
서울특별시 동작구 상도1동,3**,월세,12.5,500,35,상도로45길,단독다가구
서울특별시 동작구 상도1동,6**,월세,20.0,"1,000",52,흑석로,단독다가구
서울특별시 강서구 염창동,2**,월세,35.0,"1,000",60,공항대로63길,단독다가구
서울특별시 금천구 독산동,1***,월세,41.25,500,55,독산로70나길,단독다가구
서울특별시 강서구 방화동,3**,월세,39.68,"23,100",4,방화대로49길,단독다가구
서울특별시 동작구 상도동,2**,월세,14.0,"5,000",10,국사봉10길,단독다가구
서울특별시 구로구 개봉동,2**,전세,41.0,"13,000",0,개봉로16길,단독다가구
서울특별시 동작구 상도동,3**,월세,16.0,"1,000",54,상도로15카길,단독다가구
서울특별시 양천구 신월동,1**,월세,32.12,500,35,가로공원로60가길,단독다가구
서울특별시 구로구 구로동,4**,월세,242.84,"1,000",50,가마산로15가길,단독다가구
서울특별시 구로구 구로동,4**,월세,24.0,300,32,가마산로12길,단독다가구
서울특별시 마포구 성산동,2**,월세,77.33,"6,000",120,새터산4길,단독다가구
서울특별시 구로구 개봉동,3**,월세,58.5,"3,000",35,개봉로1다길,단독다가구
서울특별시 구로구 구로동,4**,월세,30.0,"1,000",50,가마산로12가길,단독다가구
서울특별시 구로구 개봉동,4**,전세,112.32,"9,000",0,개봉로18길,단독다가구
서울특별시 금천구 가산동,1**,월세,18.0,"1,000",60,남부순환로112길,단독다가구
서울특별시 구로구 고척동,6*,전세,42.0,"9,500",0,안양천로537다길,단독다가구
서울특별시 구로구 구로동,7**,전세,69.72,"13,000",0,구로동로17길,단독다가구
서울특별시 구로구 구로동,4**,월세,30.0,"1,000",50,가마산로12가길,단독다가구
서울특별시 마포구 성산동,2*,전세,37.92,"20,000",0,성미산로11길,단독다가구
서울특별시 마포구 성산동,2**,월세,36.6,500,55,새터산12길,단독다가구
서울특별시 마포구 성산동,1**,월세,36.0,"1,000",70,월드컵북로31길,단독다가구
서울특별시 영등포구 대림동,8**,월세,16.52,500,55,디지털로75길,단독다가구
서울특별시 구로구 오류동,*,월세,45.06,"1,000",60,고척로1길,단독다가구
서울특별시 영등포구 대림동,1***,전세,34.45,"18,000",0,디지털로49길,단독다가구
서울특별시 영등포구 대림동,7**,전세,26.46,"13,000",0,도림로53길,단독다가구
서울특별시 송파구 송파동,4*,전세,49.0,"19,000",0,백제고분로45길,단독다가구
서울특별시 동작구 노량진동,2**,월세,17.0,"4,000",25,만양로,단독다가구
서울특별시 동작구 노량진동,1**,월세,16.0,500,50,만양로15길,단독다가구
서울특별시 동작구 노량진동,8*,월세,19.0,500,45,장승배기로26길,단독다가구
서울특별시 동작구 노량진동,2**,월세,17.0,500,42,만양로13길,단독다가구
서울특별시 동작구 상도1동,3**,월세,17.0,500,40,상도로43길,단독다가구
서울특별시 구로구 구로동,1**,월세,20.0,500,35,구로중앙로2길,단독다가구
서울특별시 금천구 독산동,8**,월세,20.0,500,36,문성로5길,단독다가구
서울특별시 금천구 독산동,1***,월세,16.0,500,42,시흥대로96길,단독다가구
서울특별시 양천구 신정동,9**,월세,31.0,"5,000",25,오목로30길,단독다가구
서울특별시 영등포구 신길동,4***,월세,16.5,500,40,신길로38가길,단독다가구
서울특별시 영등포구 신길동,4***,월세,18.0,200,20,여의대방로23길,단독다가구
서울특별시 영등포구 신길동,2**,월세,40.0,500,50,신길로41길,단독다가구
서울특별시 영등포구 신길동,9*,전세,40.23,"11,000",0,도신로64가길,단독다가구
서울특별시 마포구 성산동,6**,월세,54.0,"1,000",60,성미산로13길,단독다가구
서울특별시 금천구 독산동,1***,월세,20.0,"4,000",70,시흥대로120길,단독다가구
서울특별시 양천구 신정동,8**,월세,33.0,"1,000",40,은행정로20길,단독다가구
서울특별시 양천구 신정동,9**,월세,223.1,500,35,중앙로46길,단독다가구
서울특별시 금천구 독산동,1**,월세,35.0,"2,000",70,시흥대로126길,단독다가구
서울특별시 양천구 목동,2**,월세,94.76,"4,000",95,목동중앙본로22길,단독다가구
서울특별시 영등포구 신길동,3**,월세,57.72,"14,000",15,도림로100길,단독다가구
서울특별시 구로구 신도림동,3**,월세,59.64,"1,000",60,신도림로11길,단독다가구
서울특별시 구로구 가리봉동,1**,전세,17.0,"12,000",0,디지털로19길,단독다가구
서울특별시 영등포구 신길동,3**,월세,45.41,"10,000",33,도신로,단독다가구
서울특별시 동작구 노량진동,3**,월세,15.0,500,45,장승배기로21길,단독다가구
서울특별시 양천구 신정동,1***,월세,190.95,"2,000",53,은행정로1길,단독다가구
서울특별시 동작구 상도동,2**,월세,16.0,"2,000",54,성대로,단독다가구
서울특별시 동작구 상도동,4**,전세,30.0,"15,000",0,상도로47나길,단독다가구
서울특별시 강서구 화곡동,1***,월세,25.0,"2,000",55,까치산로28길,단독다가구
서울특별시 강서구 화곡동,8**,월세,57.32,500,30,곰달래로49가길,단독다가구
서울특별시 강서구 화곡동,3**,월세,15.0,500,45,곰달래로23길,단독다가구
서울특별시 마포구 중동,5*,월세,36.2,0,50,성암로9안길,단독다가구
서울특별시 마포구 상암동,4*,전세,26.0,"11,000",0,월드컵북로50길,단독다가구
서울특별시 금천구 시흥동,8**,월세,29.92,500,30,독산로43길,단독다가구
서울특별시 금천구 시흥동,8**,전세,39.13,"13,000",0,독산로31길,단독다가구
서울특별시 금천구 시흥동,9**,월세,199.77,500,35,금하로24길,단독다가구
서울특별시 영등포구 당산동2가,1**,전세,53.0,"19,000",0,선유동1로,단독다가구
서울특별시 금천구 시흥동,7**,월세,35.28,500,50,독산로40길,단독다가구
서울특별시 금천구 독산동,1**,월세,23.0,500,42,독산로78다길,단독다가구
서울특별시 영등포구 영등포동6가,6*,월세,21.84,"1,000",60,영신로38길,단독다가구
서울특별시 강서구 화곡동,3**,월세,36.3,"2,000",100,강서로,단독다가구
서울특별시 강서구 화곡동,4**,월세,40.73,"1,000",37,초록마을로24길,단독다가구
서울특별시 강서구 화곡동,1***,월세,43.02,"2,000",120,화곡로31가길,단독다가구
서울특별시 금천구 독산동,9**,월세,44.94,"6,000",40,독산로72길,단독다가구
서울특별시 영등포구 영등포동6가,1**,월세,32.89,"8,000",25,영신로38길,단독다가구
서울특별시 강서구 화곡동,3**,월세,20.6,"1,000",61,곰달래로25길,단독다가구
서울특별시 강서구 화곡동,1***,월세,35.71,500,40,공항대로48길,단독다가구
서울특별시 구로구 고척동,6*,월세,18.0,500,55,안양천로537가길,단독다가구
서울특별시 양천구 신월동,2**,전세,66.87,"15,000",0,곰달래로10길,단독다가구
서울특별시 동작구 상도동,1**,월세,15.0,"3,000",45,상도로68길,단독다가구
서울특별시 동작구 상도동,*,월세,66.42,500,45,상도로47아길,단독다가구
서울특별시 동작구 상도동,4**,전세,18.0,"12,000",0,상도로47나길,단독다가구
서울특별시 동작구 상도동,2**,전세,20.0,"10,000",0,국사봉길,단독다가구
서울특별시 강서구 화곡동,1**,월세,30.0,500,25,곰달래로35길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,500,60,문성로,단독다가구
서울특별시 관악구 신림동,9*,월세,18.0,500,55,신림로44나길,단독다가구
서울특별시 관악구 신림동,9*,월세,42.5,"13,000",20,복은길,단독다가구
서울특별시 관악구 신림동,6**,월세,64.34,"2,000",70,난곡로26나길,단독다가구
서울특별시 관악구 신림동,5**,월세,54.43,"10,000",60,법원단지5길,단독다가구
서울특별시 관악구 신림동,1*,월세,16.53,"2,000",55,남부순환로186길,단독다가구
서울특별시 관악구 신림동,8*,월세,33.0,"5,000",60,신림로58가길,단독다가구
서울특별시 관악구 신림동,5**,월세,35.83,"13,000",10,관천로19길,단독다가구
서울특별시 관악구 신림동,7**,전세,32.47,"12,000",0,난곡로31길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.0,100,38,호암로26길,단독다가구
서울특별시 관악구 신림동,1**,월세,16.52,300,46,복은2길,단독다가구
서울특별시 관악구 신림동,9*,월세,30.0,"1,000",85,신림로48가길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,200,30,남부순환로170길,단독다가구
서울특별시 관악구 신림동,1***,전세,47.0,"15,000",0,남부순환로200가길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.02,500,41,문성로32가길,단독다가구
서울특별시 관악구 신림동,1**,월세,13.0,300,35,서림11가길,단독다가구
서울특별시 관악구 신림동,1*,월세,19.0,500,37,남부순환로190길,단독다가구
서울특별시 관악구 신림동,7**,월세,20.0,400,36,난곡로20길,단독다가구
서울특별시 관악구 신림동,9*,월세,16.52,300,45,쑥고개로2길,단독다가구
서울특별시 관악구 신림동,1**,월세,22.0,"2,000",44,서림11가길,단독다가구
서울특별시 관악구 신림동,1**,월세,32.0,"2,000",60,복은6길,단독다가구
서울특별시 관악구 신림동,1**,월세,20.0,"1,000",45,서림길,단독다가구
서울특별시 관악구 신림동,5**,월세,15.41,500,36,조원로18길,단독다가구
서울특별시 관악구 신림동,9*,월세,16.0,"1,000",54,신림로44길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,300,34,남부순환로168길,단독다가구
서울특별시 관악구 신림동,5**,월세,25.0,500,50,남부순환로131가길,단독다가구
서울특별시 관악구 신림동,2**,월세,18.0,"2,000",35,신림로3가길,단독다가구
서울특별시 관악구 신림동,1***,월세,33.0,"2,000",70,시흥대로164길,단독다가구
서울특별시 관악구 신림동,4**,월세,38.0,"1,000",80,신사로12길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.02,500,41,문성로32가길,단독다가구
서울특별시 관악구 신림동,5**,월세,20.0,"2,000",64,남부순환로143가길,단독다가구
서울특별시 관악구 신림동,1*,월세,23.0,"1,000",60,남부순환로192길,단독다가구
서울특별시 관악구 신림동,2**,월세,57.42,"3,000",85,신림로11길,단독다가구
서울특별시 관악구 신림동,1***,월세,23.0,"5,000",60,봉천로6길,단독다가구
서울특별시 관악구 신림동,1***,전세,47.0,"15,000",0,남부순환로200가길,단독다가구
서울특별시 관악구 신림동,4**,월세,20.0,"1,500",62,남부순환로157길,단독다가구
서울특별시 관악구 신림동,1**,월세,18.0,100,36,신림로26길,단독다가구
서울특별시 송파구 잠실동,2**,월세,42.0,"2,000",100,도곡로64길,단독다가구
서울특별시 송파구 잠실동,2**,월세,109.26,"10,000",125,백제고분로15길,단독다가구
서울특별시 동작구 흑석동,2**,전세,20.0,"5,500",0,흑석로6나길,단독다가구
서울특별시 동작구 흑석동,2**,월세,75.92,"3,000",64,흑석로5길,단독다가구
서울특별시 동작구 흑석동,1**,월세,16.0,500,62,흑석로3길,단독다가구
서울특별시 동작구 흑석동,2**,전세,15.0,"13,000",0,흑석로7길,단독다가구
서울특별시 동작구 흑석동,1**,월세,15.0,"1,000",48,흑석로9길,단독다가구
서울특별시 서초구 서초동,1***,월세,114.36,"30,000",95,효령로70길,단독다가구
서울특별시 서초구 서초동,1***,월세,49.52,"20,000",90,사임당로20길,단독다가구
서울특별시 서초구 반포동,7**,월세,26.45,"2,000",70,사평대로53길,단독다가구
서울특별시 서초구 반포동,7**,전세,43.26,"16,000",0,주흥길,단독다가구
서울특별시 서초구 반포동,7**,월세,40.0,"2,000",110,사평대로55길,단독다가구
서울특별시 서초구 반포동,7**,월세,17.0,500,50,주흥6길,단독다가구
서울특별시 서초구 반포동,7**,월세,28.0,"13,000",25,주흥11길,단독다가구
서울특별시 서초구 반포동,7**,월세,34.86,"1,000",75,신반포로,단독다가구
서울특별시 서초구 잠원동,1*,월세,26.4,"10,000",17,강남대로109길,단독다가구
서울특별시 동작구 사당동,5*,전세,74.3,"30,000",0,동작대로35길,단독다가구
서울특별시 동작구 사당동,1***,월세,17.0,"2,000",55,동작대로17길,단독다가구
서울특별시 동작구 사당동,2**,월세,149.85,"3,000",30,사당로16바길,단독다가구
서울특별시 동작구 사당동,1***,월세,78.05,"20,000",55,사당로26길,단독다가구
서울특별시 동작구 사당동,3**,월세,13.2,500,50,사당로20길,단독다가구
서울특별시 동작구 사당동,1***,월세,43.0,"5,000",70,사당로28길,단독다가구
서울특별시 서초구 방배동,4**,전세,100.78,"37,000",0,방배천로18길,단독다가구
서울특별시 서초구 방배동,8**,월세,22.15,"1,000",60,방배중앙로15길,단독다가구
서울특별시 서초구 방배동,4**,전세,39.0,"20,000",0,방배천로6길,단독다가구
서울특별시 서초구 방배동,9**,월세,20.0,"6,000",57,효령로27길,단독다가구
서울특별시 서초구 방배동,8**,전세,65.79,"25,000",0,방배중앙로15길,단독다가구
서울특별시 서초구 방배동,9**,전세,36.6,"21,000",0,방배로20길,단독다가구
서울특별시 서초구 방배동,7**,월세,16.0,"1,000",45,방배로35길,단독다가구
서울특별시 서초구 방배동,4**,월세,28.03,"2,000",60,방배천로2안길,단독다가구
서울특별시 동작구 신대방동,6**,월세,16.0,200,35,대림로,단독다가구
서울특별시 동작구 신대방동,6**,전세,25.0,"2,800",0,신대방14길,단독다가구
서울특별시 동작구 신대방동,3**,월세,17.0,200,35,보라매로9나길,단독다가구
서울특별시 송파구 풍납동,4**,전세,46.26,"21,000",0,올림픽로57길,단독다가구
서울특별시 송파구 풍납동,2**,전세,40.3,"12,000",0,풍성로22길,단독다가구
서울특별시 송파구 풍납동,3**,월세,12.48,200,30,강동대로3길,단독다가구
서울특별시 송파구 풍납동,2**,월세,57.75,"2,000",85,올림픽로51길,단독다가구
서울특별시 송파구 풍납동,3**,월세,47.0,"5,000",80,강동대로5길,단독다가구
서울특별시 송파구 풍납동,2**,월세,57.75,"2,000",85,올림픽로51길,단독다가구
서울특별시 관악구 봉천동,1***,월세,18.0,"5,000",40,행운2길,단독다가구
서울특별시 관악구 봉천동,1***,월세,36.3,"1,000",65,인헌3가길,단독다가구
서울특별시 관악구 봉천동,1**,월세,15.0,"3,000",62,행운5길,단독다가구
서울특별시 관악구 봉천동,1***,월세,18.0,500,44,낙성대역8길,단독다가구
서울특별시 관악구 봉천동,1**,월세,18.0,"2,000",55,남부순환로241길,단독다가구
서울특별시 관악구 봉천동,2**,월세,16.5,"1,000",50,낙성대역3길,단독다가구
서울특별시 관악구 봉천동,1***,월세,27.0,"5,000",70,남부순환로,단독다가구
서울특별시 관악구 봉천동,1***,월세,15.0,"3,000",54,관악로12길,단독다가구
서울특별시 관악구 봉천동,1***,월세,16.0,500,27,남부순환로247나길,단독다가구
서울특별시 관악구 봉천동,1***,월세,20.0,300,37,남부순환로233길,단독다가구
서울특별시 관악구 봉천동,8**,월세,19.8,"1,000",55,양녕로2가길,단독다가구
서울특별시 관악구 봉천동,*,월세,70.74,500,60,청림3길,단독다가구
서울특별시 관악구 봉천동,1***,월세,25.0,"1,000",40,남부순환로246가길,단독다가구
서울특별시 관악구 봉천동,1***,월세,18.0,500,50,남부순환로247다길,단독다가구
서울특별시 관악구 봉천동,2**,월세,50.0,"8,000",95,낙성대역4길,단독다가구
서울특별시 관악구 봉천동,1***,월세,17.0,"1,000",50,행운1나길,단독다가구
서울특별시 관악구 봉천동,*,월세,58.98,"8,000",15,청림5나길,단독다가구
서울특별시 관악구 봉천동,1**,월세,16.0,300,71,낙성대역길,단독다가구
서울특별시 관악구 봉천동,1***,월세,20.0,"1,000",60,남부순환로247다길,단독다가구
서울특별시 관악구 봉천동,7**,전세,35.0,"13,000",0,당곡6나길,단독다가구
서울특별시 관악구 봉천동,1***,전세,18.0,"4,000",0,인헌1길,단독다가구
서울특별시 관악구 봉천동,1**,월세,18.0,"7,000",20,낙성대역14길,단독다가구
서울특별시 관악구 봉천동,*,월세,145.9,"8,000",15,청림5나길,단독다가구
서울특별시 관악구 봉천동,1***,월세,16.5,300,36,인헌4길,단독다가구
서울특별시 관악구 봉천동,8**,월세,40.0,"18,000",30,양녕로2길,단독다가구
서울특별시 관악구 봉천동,1***,월세,35.0,"5,000",50,낙성대역3길,단독다가구
서울특별시 관악구 봉천동,1***,월세,22.0,"4,000",45,관악로11길,단독다가구
서울특별시 성북구 정릉동,3**,월세,65.01,"1,000",90,정릉로21가길,단독다가구
서울특별시 동대문구 회기동,1*,월세,18.0,"1,000",50,회기로21길,단독다가구
서울특별시 동대문구 회기동,6*,전세,20.0,"8,000",0,경희대로1길,단독다가구
서울특별시 중랑구 면목동,3**,월세,34.86,500,40,면목로28길,단독다가구
서울특별시 중랑구 면목동,3**,월세,19.6,"1,000",50,면목로28길,단독다가구
서울특별시 중랑구 묵동,2**,월세,22.65,"9,500",10,동일로163길,단독다가구
서울특별시 동대문구 회기동,7*,월세,12.0,300,30,회기로,단독다가구
서울특별시 동대문구 회기동,1**,월세,19.0,500,49,경희대로3길,단독다가구
서울특별시 동대문구 회기동,1**,월세,23.0,"3,000",75,회기로12가길,단독다가구
서울특별시 동대문구 회기동,1**,월세,23.0,"3,000",75,회기로12가길,단독다가구
서울특별시 동대문구 전농동,1**,월세,23.1,"1,000",70,전농로31길,단독다가구
서울특별시 성북구 하월곡동,4*,월세,16.52,500,45,월곡로18나길,단독다가구
서울특별시 강북구 미아동,7**,전세,55.24,"10,000",0,삼양로74나길,단독다가구
서울특별시 동대문구 용두동,3*,월세,18.18,500,50,천호대로35길,단독다가구
서울특별시 중랑구 묵동,1**,월세,18.0,"1,000",60,공릉로2가길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,16.0,"1,000",50,망우로18마길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,18.0,500,40,전농로38길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,30.0,500,67,망우로18가길,단독다가구
서울특별시 중랑구 망우동,4**,월세,40.0,"1,000",40,봉우재로64길,단독다가구
서울특별시 동대문구 용두동,3*,월세,18.81,"1,000",41,천호대로31길,단독다가구
서울특별시 동대문구 용두동,2**,월세,30.0,"1,000",50,천호대로,단독다가구
서울특별시 성북구 상월곡동,7*,월세,19.89,"2,000",60,장월로1다길,단독다가구
서울특별시 성북구 종암동,5*,월세,16.5,"1,000",47,종암로9다길,단독다가구
서울특별시 성북구 종암동,6*,월세,24.0,500,40,종암로19길,단독다가구
서울특별시 성북구 종암동,2*,월세,30.0,"2,000",60,종암로,단독다가구
서울특별시 성북구 종암동,4*,월세,18.0,500,45,종암로13길,단독다가구
서울특별시 중랑구 묵동,1**,월세,29.52,"1,000",50,공릉로2가길,단독다가구
서울특별시 동대문구 답십리동,3**,월세,28.9,"5,000",10,황물로3가길,단독다가구
서울특별시 동대문구 답십리동,2**,전세,48.0,"15,000",0,전농로5길,단독다가구
서울특별시 동대문구 답십리동,4**,월세,27.0,500,35,황물로,단독다가구
서울특별시 동대문구 답십리동,2**,월세,37.37,"8,000",10,답십리로,단독다가구
서울특별시 동대문구 답십리동,2**,전세,48.0,"15,000",0,전농로5길,단독다가구
서울특별시 동대문구 답십리동,4*,전세,39.16,"8,000",0,답십리로52길,단독다가구
서울특별시 동대문구 제기동,6*,월세,26.44,"1,000",60,제기로2길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,18.0,500,40,망우로10길,단독다가구
서울특별시 중랑구 묵동,1**,월세,16.5,"1,000",55,공릉로2길,단독다가구
서울특별시 중랑구 묵동,2**,월세,27.0,"1,000",65,봉화산로3길,단독다가구
서울특별시 중랑구 면목동,6**,월세,37.35,"2,000",50,사가정로46길,단독다가구
서울특별시 성북구 삼선동2가,2**,월세,20.0,"1,000",60,삼선교로16길,단독다가구
서울특별시 동대문구 이문동,3**,월세,40.68,"1,000",100,휘경로2가길,단독다가구
서울특별시 광진구 군자동,3**,월세,136.89,300,45,군자로11길,단독다가구
서울특별시 광진구 군자동,3**,월세,30.0,500,80,광나루로17길,단독다가구
서울특별시 광진구 군자동,3**,월세,23.1,"3,000",55,광나루로15길,단독다가구
서울특별시 동대문구 휘경동,1**,월세,202.5,"1,000",100,이문로8길,단독다가구
서울특별시 성북구 정릉동,6**,월세,15.0,500,50,정릉로15길,단독다가구
서울특별시 성북구 장위동,2**,전세,42.97,"8,500",0,장월로3길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,24.0,500,50,망우로10가길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,20.0,500,49,서울시립대로29나길,단독다가구
서울특별시 성북구 삼선동1가,9*,전세,32.0,"13,000",0,삼선교로10길,단독다가구
서울특별시 중랑구 묵동,3**,전세,72.67,"28,000",0,숙선옹주로3길,단독다가구
서울특별시 중랑구 묵동,1**,월세,212.9,"5,000",140,공릉로2길,단독다가구
서울특별시 중랑구 면목동,1**,월세,22.2,300,28,면목로73가길,단독다가구
서울특별시 중랑구 면목동,1**,전세,52.32,"16,000",0,봉우재로20길,단독다가구
서울특별시 중랑구 면목동,4*,월세,28.5,500,30,상봉로,단독다가구
서울특별시 중랑구 중화동,2**,월세,33.0,500,40,동일로138길,단독다가구
서울특별시 강북구 미아동,3**,월세,40.0,"1,000",60,도봉로39길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,18.0,"1,000",55,전농로38길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,12.0,500,53,망우로16길,단독다가구
서울특별시 동대문구 휘경동,1**,월세,18.0,500,60,이문로6길,단독다가구
서울특별시 성북구 동선동5가,5*,월세,13.0,"1,000",40,동소문로23길,단독다가구
서울특별시 중랑구 중화동,3**,월세,30.7,200,30,중랑천로30길,단독다가구
서울특별시 중랑구 중화동,2**,월세,38.0,"10,000",50,동일로140길,단독다가구
서울특별시 중랑구 중화동,2*,월세,40.0,"10,000",42,동일로136나길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,15.0,300,35,망우로18길,단독다가구
서울특별시 동대문구 휘경동,1**,월세,18.0,500,57,회기로31길,단독다가구
서울특별시 중랑구 망우동,4**,월세,35.0,500,40,봉우재로70길,단독다가구
서울특별시 성북구 석관동,8*,월세,66.25,"3,000",80,한천로70길,단독다가구
서울특별시 성북구 석관동,7*,월세,36.0,300,40,한천로68길,단독다가구
서울특별시 성북구 안암동5가,1*,월세,25.0,"3,000",80,고려대로27길,단독다가구
서울특별시 강북구 미아동,7**,전세,55.24,"10,000",0,삼양로74나길,단독다가구
서울특별시 강북구 미아동,4**,월세,25.0,500,45,솔샘로64나길,단독다가구
서울특별시 광진구 군자동,1**,월세,50.0,"3,000",120,동일로54길,단독다가구
서울특별시 강북구 미아동,6**,월세,159.8,700,67,삼양로27길,단독다가구
서울특별시 광진구 군자동,3**,전세,30.0,"6,000",0,군자로10길,단독다가구
서울특별시 광진구 군자동,*,월세,68.22,"15,000",75,능동로29길,단독다가구
서울특별시 중랑구 면목동,3**,월세,21.0,100,30,답십리로77길,단독다가구
서울특별시 중랑구 면목동,1**,월세,50.0,"10,000",30,봉우재로2길,단독다가구
서울특별시 성북구 동소문동6가,1**,월세,19.0,"1,000",60,아리랑로3길,단독다가구
서울특별시 중랑구 망우동,4**,월세,60.06,"15,000",25,망우로68길,단독다가구
서울특별시 중랑구 면목동,1**,월세,28.0,"1,000",20,동일로109길,단독다가구
서울특별시 중랑구 면목동,1**,전세,52.32,"16,000",0,봉우재로20길,단독다가구
서울특별시 성북구 석관동,3**,월세,35.64,500,43,화랑로22길,단독다가구
서울특별시 동대문구 청량리동,*,월세,18.0,"3,000",46,왕산로,단독다가구
서울특별시 성북구 정릉동,1**,월세,25.0,"1,000",65,보국문로4길,단독다가구
서울특별시 성북구 정릉동,4**,월세,43.0,"2,000",110,보국문로,단독다가구
서울특별시 성북구 정릉동,1**,전세,103.47,"36,000",0,서경로2길,단독다가구
서울특별시 중랑구 중화동,2**,월세,38.0,"10,000",50,동일로140길,단독다가구
서울특별시 성북구 정릉동,8**,월세,15.0,"2,000",32,정릉로9길,단독다가구
서울특별시 성북구 종암동,2*,월세,92.4,"6,000",110,북악산로29길,단독다가구
서울특별시 성북구 종암동,5*,월세,16.5,"2,000",45,종암로9다길,단독다가구
서울특별시 성북구 정릉동,4**,월세,30.0,"1,000",60,정릉로23길,단독다가구
서울특별시 성북구 정릉동,7**,전세,41.65,"12,000",0,솔샘로15다길,단독다가구
서울특별시 성북구 정릉동,2**,월세,19.8,"5,000",55,보국문로22길,단독다가구
서울특별시 성북구 하월곡동,2*,월세,16.52,300,48,화랑로11길,단독다가구
서울특별시 성북구 안암동2가,9*,월세,25.1,500,42,보문로26길,단독다가구
서울특별시 성북구 하월곡동,6*,월세,14.0,300,25,오패산로,단독다가구
서울특별시 성북구 안암동4가,3*,월세,50.62,"2,000",80,안암로9가길,단독다가구
서울특별시 중랑구 면목동,1**,전세,67.2,"30,000",0,중랑천로,단독다가구
서울특별시 성북구 하월곡동,1*,월세,25.0,"1,000",65,화랑로,단독다가구
서울특별시 동대문구 전농동,1**,월세,19.83,"3,000",50,전농로38다길,단독다가구
서울특별시 성북구 삼선동3가,*,월세,22.0,"1,000",55,삼선교로,단독다가구
서울특별시 동대문구 전농동,1**,월세,65.0,"9,500",40,서울시립대로19길,단독다가구
서울특별시 성북구 보문동5가,4*,월세,25.0,300,45,지봉로20길,단독다가구
서울특별시 동대문구 전농동,1**,월세,11.0,500,53,서울시립대로29길,단독다가구
서울특별시 성북구 동선동2가,*,월세,19.0,"1,000",55,보문로32길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,36.36,"1,000",93,망우로10가길,단독다가구
서울특별시 중랑구 상봉동,1**,전세,29.3,"13,000",0,면목로91길,단독다가구
서울특별시 강동구 고덕동,2**,월세,39.6,"2,000",50,아리수로72길,단독다가구
서울특별시 송파구 오금동,4*,월세,36.0,"5,000",50,마천로8길,단독다가구
서울특별시 강동구 성내동,4**,전세,67.84,"19,000",0,풍성로,단독다가구
서울특별시 강동구 성내동,4**,월세,47.0,"2,000",65,풍성로54길,단독다가구
서울특별시 강동구 성내동,4**,전세,67.0,"19,000",0,풍성로,단독다가구
서울특별시 강동구 둔촌동,7*,전세,77.9,"42,000",0,풍성로67길,단독다가구
서울특별시 송파구 삼전동,3*,전세,20.0,"16,000",0,백제고분로22길,단독다가구
서울특별시 송파구 삼전동,5*,월세,45.0,"3,000",51,백제고분로28길,단독다가구
서울특별시 송파구 마천동,1**,월세,50.0,"2,000",70,마천로,단독다가구
서울특별시 강동구 성내동,4**,월세,57.48,"2,000",80,양재대로89가길,단독다가구
서울특별시 강동구 암사동,4**,월세,185.94,500,45,고덕로20나길,단독다가구
서울특별시 강동구 명일동,3**,전세,40.0,"20,000",0,양재대로122가길,단독다가구
서울특별시 송파구 가락동,4*,월세,15.0,"1,000",50,오금로36길,단독다가구
서울특별시 송파구 가락동,1**,월세,26.0,500,40,동남로20길,단독다가구
서울특별시 강동구 천호동,3**,월세,74.31,"10,000",100,올림픽로77길,단독다가구
