시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 관악구 봉천동,463-1,더블유에스타워,전세,19.63,"20,000",0,은천로 110,아파트
서울특별시 영등포구 당산동1가,16-1,진로,전세,59.4,"53,550",0,당산로 68,아파트
서울특별시 영등포구 영등포동1가,144,헤렌어반,월세,18.169,"1,000",58,경인로114가길 14,아파트
서울특별시 영등포구 영등포동1가,144,헤렌어반,월세,13.331,"8,000",25,경인로114가길 14,아파트
서울특별시 동작구 신대방동,470-8,한성아파트,전세,59.87,"52,500",0,여의대방로10길 13,아파트
서울특별시 동작구 신대방동,724,보라매자이더포레스트,전세,59.9278,"68,000",0,여의대방로22길 121,아파트
서울특별시 동작구 신대방동,719,동작상떼빌,전세,84.98,"70,000",0,신대방1가길 38,아파트
서울특별시 영등포구 영등포동8가,91,당산푸르지오,전세,114.51,"50,000",0,영중로 154,아파트
서울특별시 동작구 사당동,105,사당우성2,전세,59.89,"52,500",0,동작대로29길 91,아파트
서울특별시 동작구 사당동,1160,사당롯데캐슬골든포레,월세,59.9908,"28,930",104,사당로 90,아파트
서울특별시 동작구 사당동,1157,이수역리가,전세,84.9826,"85,000",0,사당로27길 130,아파트
서울특별시 동작구 사당동,1160,사당롯데캐슬골든포레,전세,59.978,"69,000",0,사당로 90,아파트
서울특별시 동작구 사당동,105,사당우성2,전세,118.25,"83,000",0,동작대로29길 91,아파트
서울특별시 동작구 사당동,1160,사당롯데캐슬골든포레,전세,59.9908,"56,500",0,사당로 90,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"2,389",45,연동로 234,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"2,389",45,연동로 234,아파트
서울특별시 구로구 항동,242,하버라인3단지,월세,59.94,"6,093",38,항동로 43,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"5,974",38,연동로 234,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"5,974",38,연동로 234,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"7,190",31,연동로 234,아파트
서울특별시 구로구 항동,237,하버라인2단지,월세,59.86,"5,974",38,연동로 234,아파트
서울특별시 영등포구 당산동2가,165,한화포레나당산,월세,33.095,"22,000",23,당산로 83,아파트
서울특별시 영등포구 당산동2가,164,당산2가현대홈타운,전세,82.77,"70,000",0,당산로 95,아파트
서울특별시 동작구 대방동,403-16,골든노블레스,월세,18.01,"6,930",29,상도로 36,아파트
서울특별시 동작구 대방동,403-16,골든노블레스,월세,18.01,"6,930",29,상도로 36,아파트
서울특별시 동작구 대방동,502,대방동현대,전세,59.84,"50,000",0,등용로 127,아파트
서울특별시 영등포구 도림동,821,영등포아트자이,전세,84.854,"68,000",0,도영로 66,아파트
서울특별시 영등포구 도림동,195-5,에스제이팰리스,월세,24.04,"3,000",105,도영로 65,아파트
서울특별시 영등포구 당산동,121-81,리오팰리스,월세,18.59,"3,000",65,버드나루로 120,아파트
서울특별시 금천구 시흥동,1026,남서울힐스테이트,전세,59.87,"45,000",0,시흥대로 165,아파트
서울특별시 금천구 시흥동,109-1,무지개,월세,53.75,"1,740",35,시흥대로73길 11,아파트
서울특별시 금천구 시흥동,1026,남서울힐스테이트,월세,115.801,"20,000",160,시흥대로 165,아파트
서울특별시 금천구 시흥동,1010,벽산,월세,114.84,"20,000",100,금하로 793,아파트
서울특별시 금천구 시흥동,1016,한빛무궁화101동,월세,74.252,100,30,독산로36길 62,아파트
서울특별시 금천구 시흥동,384-12,남서울건영2,전세,84.82,"38,000",0,독산로10길 96,아파트
서울특별시 송파구 송파동,166,가락삼익맨숀,월세,84.828,"15,000",80,오금로32길 5,아파트
서울특별시 송파구 송파동,166,가락삼익맨숀,월세,84.828,"1,000",80,오금로32길 5,아파트
서울특별시 송파구 송파동,163-14,현대,전세,84.96,"77,000",0,오금로32길 42,아파트
서울특별시 관악구 신림동,1746,힐스테이트뉴포레,월세,59.9986,"25,100",42,조원로 25,아파트
서울특별시 관악구 신림동,1475-26,테라스시티,월세,12.02,"2,500",53,난곡로63가길 15,아파트
서울특별시 관악구 신림동,1433-55,프라비다트라움,월세,14.06,"1,000",50,신림로65길 27,아파트
서울특별시 관악구 신림동,1433-55,프라비다트라움,월세,14.05,500,55,신림로65길 27,아파트
서울특별시 관악구 신림동,1730,신림푸르지오,전세,84.79,"55,000",0,남부순환로 1430,아파트
서울특별시 구로구 개봉동,477,대상,월세,84.98,"5,000",125,개봉로1길 170,아파트
서울특별시 구로구 개봉동,481,현대,전세,59.94,"45,150",0,개봉로20길 6,아파트
서울특별시 구로구 개봉동,20-1,창동,전세,56.46,"18,000",0,고척로21나길 48-80,아파트
서울특별시 노원구 상계동,1275,청암1단지,전세,84.8,"37,800",0,덕릉로112길 24,아파트
서울특별시 노원구 상계동,721,상계주공5(저층),월세,31.98,"1,000",43,동일로216길 47,아파트
서울특별시 노원구 상계동,666,상계주공10(고층),전세,58.01,"35,000",0,노원로 564,아파트
서울특별시 노원구 상계동,359,노원현대,월세,84.78,"11,000",120,상계로3길 50,아파트
서울특별시 노원구 하계동,284,한신1,월세,35.28,"1,000",64,공릉로 351,아파트
서울특별시 노원구 하계동,284,한신1,월세,27.0,"1,000",63,공릉로 351,아파트
서울특별시 노원구 하계동,274,청솔(시영7),월세,39.78,"1,500",80,공릉로59길 25,아파트
서울특별시 은평구 증산동,258,DMC센트럴자이(3단지),전세,84.85,"83,000",0,수색로 200,아파트
서울특별시 은평구 불광동,641,북한산현대힐스테이트3차아파트,월세,59.99,"10,000",150,불광로 122-10,아파트
서울특별시 은평구 불광동,302-13,LUMINO816,월세,17.65,"5,200",44,통일로 816,아파트
서울특별시 은평구 불광동,641,북한산현대힐스테이트3차아파트,월세,59.99,"10,000",150,불광로 122-10,아파트
서울특별시 노원구 상계동,173-1,벽산,전세,59.9,"24,150",0,한글비석로 396,아파트
서울특별시 노원구 상계동,691,상계주공7(고층),월세,41.3,"2,000",69,동일로 1456,아파트
서울특별시 노원구 상계동,624,상계주공16(고층),전세,59.39,"32,000",0,동일로227길 86,아파트
서울특별시 노원구 상계동,720,상계주공6(고층),전세,58.01,"23,200",0,노해로 508,아파트
서울특별시 노원구 공릉동,670-20,노원프레미어스엠코,월세,84.0408,"51,000",10,동일로 986,아파트
서울특별시 노원구 공릉동,741,현대성우아파트,전세,84.96,"39,000",0,공릉로27길 110,아파트
서울특별시 노원구 공릉동,758,태릉해링턴플레이스,전세,84.98,"70,000",0,공릉로34길 86,아파트
서울특별시 노원구 공릉동,684-16,도균빌딩,월세,43.92,"3,000",110,화랑로 409,아파트
서울특별시 노원구 공릉동,758,태릉해링턴플레이스,월세,49.98,"8,740",34,공릉로34길 86,아파트
서울특별시 노원구 공릉동,737,삼익포레스트아파트,전세,51.03,"28,000",0,공릉로46길 32,아파트
서울특별시 노원구 공릉동,758,태릉해링턴플레이스,전세,59.98,"49,500",0,공릉로34길 86,아파트
서울특별시 노원구 공릉동,737,삼익포레스트아파트,전세,51.03,"27,300",0,공릉로46길 32,아파트
서울특별시 마포구 아현동,275-2,마포푸르지오더센트럴,월세,31.59,"20,000",130,마포대로 231,아파트
서울특별시 마포구 아현동,275-2,마포푸르지오더센트럴,전세,45.02,"68,000",0,마포대로 231,아파트
서울특별시 은평구 녹번동,182,거장카운티,월세,42.2987,"35,500",25,서오릉로 6,아파트
서울특별시 서대문구 북아현동,1013,e편한세상신촌1단지,전세,84.93,"86,000",0,북아현로1가길 20,아파트
서울특별시 노원구 월계동,780,청백3,월세,39.84,"5,000",20,월계로45가길 89,아파트
서울특별시 노원구 월계동,13,삼호3,전세,59.22,"29,400",0,마들로 111,아파트
서울특별시 노원구 월계동,322-1,성원(사슴4),전세,59.94,"30,000",0,마들로3길 37,아파트
서울특별시 노원구 월계동,18,한진한화그랑빌,월세,59.94,"30,000",50,마들로 31,아파트
서울특별시 노원구 월계동,12,삼호4,전세,50.18,"28,000",0,마들로 127,아파트
서울특별시 은평구 진관동,19,상림마을8단지롯데캐슬(810~820동)BL1-1,월세,59.8,"6,593",41,진관4로 17,아파트
서울특별시 은평구 진관동,14,상림마을8단지롯데캐슬(801~809동)BL1-2,월세,59.8,"11,516",17,진관4로 37,아파트
서울특별시 은평구 진관동,20,상림마을8단지롯데캐슬(821~830동)BL1-12,전세,101.61,"63,100",0,진관3로 70,아파트
서울특별시 은평구 진관동,66,은평뉴타운꿈에그린,전세,59.99,"47,250",0,진관3로 33,아파트
서울특별시 노원구 중계동,366,청구(366),전세,115.47,"79,500",0,중계로 184,아파트
서울특별시 노원구 중계동,359-1,주공5,전세,76.51,"47,250",0,중계로 230,아파트
서울특별시 노원구 중계동,366,라이프,전세,115.65,"76,000",0,중계로 184,아파트
서울특별시 노원구 중계동,512,중계무지개,전세,49.54,"25,200",0,동일로208길 19,아파트
서울특별시 노원구 중계동,502-1,중계그린1단지,전세,49.85,"25,200",0,섬밭로 285,아파트
서울특별시 노원구 중계동,502-1,중계그린1단지,전세,39.91,"21,000",0,동일로207길 18,아파트
서울특별시 노원구 중계동,502-1,중계그린1단지,전세,49.5,"26,250",0,동일로207길 17,아파트
서울특별시 노원구 중계동,512,중계무지개,전세,39.96,"18,000",0,동일로208길 20,아파트
서울특별시 노원구 중계동,363,대림벽산(363),전세,114.39,"76,000",0,한글비석로8길 20,아파트
서울특별시 노원구 중계동,359-1,주공5,전세,58.46,"30,000",0,중계로 230,아파트
서울특별시 노원구 중계동,359-1,주공5,전세,44.52,"14,770",0,중계로 230,아파트
서울특별시 노원구 중계동,512,중계무지개,월세,49.54,"2,500",70,동일로208길 19,아파트
서울특별시 은평구 수색동,431,DMC파인시티자이,전세,59.98,"64,000",0,은평터널로 15,아파트
서울특별시 은평구 응암동,81-173,더위일,전세,58.77,"40,950",0,은평로 194,아파트
서울특별시 은평구 응암동,766,백련산파크자이,전세,84.901,"56,000",0,백련산로 67,아파트
서울특별시 서대문구 합동,118,에스케이뷰,월세,84.909,"5,000",305,서소문로 43-8,아파트
서울특별시 은평구 대조동,241,베르디움STAY1,월세,38.9758,"22,200",12,통일로 767,아파트
서울특별시 은평구 대조동,241,베르디움STAY1,월세,21.9733,"11,500",22,통일로 767,아파트
서울특별시 은평구 응암동,767,백련산에스케이뷰아이파크,월세,84.9039,"40,000",110,응암로30길 16,아파트
서울특별시 은평구 응암동,769,녹번역e편한세상캐슬,전세,59.97,"65,000",0,은평로 220,아파트
서울특별시 은평구 응암동,766,백련산파크자이,전세,84.901,"56,000",0,백련산로 67,아파트
서울특별시 은평구 응암동,759,백련산힐스테이트1차,전세,59.85,"44,000",0,백련산로2길 19,아파트
서울특별시 은평구 진관동,140,폭포동4단지힐스테이트(408~422동)BL3-9,전세,101.95,"67,000",0,연서로44길 7,아파트
서울특별시 은평구 응암동,759,백련산힐스테이트1차,전세,59.85,"44,000",0,백련산로2길 19,아파트
서울특별시 서대문구 북아현동,1017,힐스테이트신촌,월세,52.8449,"48,000",100,이화여대8길 123,아파트
서울특별시 은평구 진관동,14,상림마을8단지롯데캐슬(801~809동)BL1-2,월세,59.8,"6,992",42,진관4로 37,아파트
서울특별시 서대문구 북아현동,1017,힐스테이트신촌,월세,52.8449,"48,000",100,이화여대8길 123,아파트
서울특별시 노원구 상계동,720,상계주공6(고층),월세,58.01,"3,000",100,노해로 508,아파트
서울특별시 노원구 상계동,1128,극동늘푸른,전세,84.514,"42,000",0,동일로246길 39,아파트
서울특별시 노원구 상계동,666,상계주공10(고층),전세,59.39,"33,000",0,노원로 564,아파트
서울특별시 노원구 상계동,666,상계주공10(고층),월세,58.01,"3,000",74,노원로 564,아파트
서울특별시 서대문구 홍제동,471,금호어울림,월세,59.18,"20,000",120,모래내로 411,아파트
서울특별시 서대문구 홍제동,457,남양,월세,84.71,"10,000",120,홍제내길 168,아파트
서울특별시 노원구 상계동,666,상계주공10(고층),전세,58.01,"20,835",0,노원로 564,아파트
서울특별시 노원구 상계동,624,상계주공16(고층),전세,58.01,"32,000",0,동일로227길 86,아파트
서울특별시 노원구 상계동,639,보람아파트,전세,54.59,"28,300",0,한글비석로 479,아파트
서울특별시 노원구 상계동,1282,상계2차중앙하이츠,전세,59.82,"37,000",0,노원로 428,아파트
서울특별시 서대문구 북가좌동,371-1,월드컵현대,전세,84.93,"50,000",0,수색로 154,아파트
서울특별시 노원구 상계동,647,상계주공12(고층),전세,41.3,"21,000",0,한글비석로 530,아파트
서울특별시 노원구 상계동,691,상계주공7(고층),전세,41.3,"21,000",0,동일로 1456,아파트
서울특별시 강남구 자곡동,618,강남브리즈힐,전세,84.29,"73,500",0,자곡로3길 45,아파트
서울특별시 강남구 자곡동,619,강남자곡 힐스테이트,전세,59.93,"24,062",0,자곡로3길 21,아파트
서울특별시 강남구 자곡동,619,강남자곡 힐스테이트,월세,84.39,"21,000",210,자곡로3길 21,아파트
서울특별시 강남구 자곡동,619,강남자곡 힐스테이트,전세,46.91,"19,067",0,자곡로3길 21,아파트
서울특별시 강남구 자곡동,611,래미안강남힐즈,월세,91.96,"9,000",330,자곡로 101,아파트
서울특별시 강남구 세곡동,579,강남엘에이치1단지,전세,84.83,"85,000",0,헌릉로571길 20,아파트
서울특별시 강남구 역삼동,757,역삼래미안,월세,59.4,"10,000",320,선릉로69길 19,아파트
서울특별시 강남구 세곡동,533,세곡푸르지오,월세,59.89,"5,000",280,자곡로 21,아파트
서울특별시 성동구 하왕십리동,1070,센트라스,월세,59.94,"30,000",134,왕십리로 410,아파트
서울특별시 용산구 원효로1가,41,용산더프라임,월세,57.32,"10,000",300,원효로90길 11,아파트
서울특별시 성동구 행당동,380,서울숲리버뷰자이,전세,84.96,"105,000",0,고산자로2길 65,아파트
서울특별시 성동구 행당동,377,서울숲더샵,월세,84.18,"25,000",315,왕십리로 241,아파트
서울특별시 강남구 수서동,708,삼익,전세,49.2,"44,100",0,광평로51길 27,아파트
서울특별시 강남구 수서동,736,신동아,월세,33.18,"3,000",100,광평로47길 17,아파트
서울특별시 강남구 수서동,736,신동아,전세,33.18,"42,000",0,광평로47길 17,아파트
서울특별시 강남구 수서동,708,삼익,월세,84.48,"60,025",70,광평로51길 27,아파트
서울특별시 중구 광희동1가,166,광희동1가166외7필지청년주택신축,월세,18.41,"9,360",48,마른내로 159-4,아파트
서울특별시 강남구 논현동,106,펜트힐캐스케이드,전세,48.03,"50,000",0,언주로 720,아파트
서울특별시 성동구 도선동,69,삼성쉐르빌,전세,71.34,"60,000",0,무학로6길 50,아파트
서울특별시 성동구 행당동,347,대림e-편한세상,전세,59.96,"50,000",0,행당로 79,아파트
서울특별시 성동구 행당동,349,서울숲 한신 더 휴,월세,59.91,"5,000",230,고산자로 164,아파트
서울특별시 용산구 보광동,151,리버빌(삼성),월세,84.74,"4,000",280,보광로5길 40,아파트
서울특별시 강남구 역삼동,706-24,진넥스빌2,전세,30.53,"24,000",0,언주로86길 7,아파트
서울특별시 강남구 역삼동,712-5,역삼센트럴2차아이파크,전세,23.928,"37,000",0,역삼로 307-1,아파트
서울특별시 강남구 역삼동,709-5,테헤란아이파크,전세,70.8333,"120,000",0,테헤란로52길 16,아파트
서울특별시 용산구 서빙고동,241-21,신동아,전세,140.92,"80,000",0,이촌로 347,아파트
서울특별시 용산구 서빙고동,241-47,한강르네상스,전세,60.42,"36,750",0,서빙고로62길 27,아파트
서울특별시 강남구 논현동,58-2,마일스디오빌,월세,36.29,"2,000",140,학동로 165,아파트
서울특별시 중구 인현동2가,240,세운푸르지오헤리시티,월세,40.7637,"52,000",15,마른내로 79,아파트
서울특별시 성동구 행당동,349,서울숲 한신 더 휴,월세,59.91,"5,000",230,고산자로 164,아파트
서울특별시 성동구 금호동2가,1217,래미안하이리버,전세,59.99,"76,000",0,금호로 107,아파트
서울특별시 용산구 한남동,828,한남아이파크애비뉴,월세,49.6971,"5,000",315,독서당로 46,아파트
서울특별시 용산구 한남동,828,한남아이파크애비뉴,월세,48.4109,"5,000",250,독서당로 46,아파트
서울특별시 성동구 옥수동,528-1,옥수파크힐스117동~125동,전세,84.3,"100,000",0,매봉길 50,아파트
서울특별시 중구 입정동,280,힐스테이트세운센트럴2단지,월세,49.9619,"5,000",280,을지로15길 32,아파트
서울특별시 중구 입정동,280,힐스테이트세운센트럴2단지,월세,45.9844,"1,000",250,을지로15길 32,아파트
서울특별시 용산구 도원동,23,삼성래미안,월세,84.69,"64,000",12,새창로 70,아파트
서울특별시 성동구 응봉동,15,대림강변타운,전세,84.42,"80,000",0,고산자로 160,아파트
서울특별시 성동구 응봉동,98,금호현대,월세,79.8,"15,000",100,독서당로 377,아파트
서울특별시 성동구 금호동3가,1331,두산,월세,59.97,"3,000",270,동호로 100,아파트
서울특별시 종로구 효제동,126-2,이지마루종로,월세,24.44,"27,500",15,김상옥로 55,아파트
서울특별시 강남구 압구정동,490,한양1차(영동한양),전세,78.05,"75,000",0,압구정로 321,아파트
서울특별시 강남구 개포동,185,개포주공6단지,전세,73.02,"47,500",0,개포로 516,아파트
서울특별시 강남구 개포동,185,개포주공7단지,전세,53.46,"35,000",0,개포로 516,아파트
서울특별시 성동구 마장동,831,마장에스에이치빌,월세,49.95,"3,266",33,마조로15가길 23,아파트
서울특별시 성동구 마장동,831,마장에스에이치빌,월세,49.95,"6,509",15,마조로15가길 23,아파트
서울특별시 강남구 개포동,1280,래미안블레스티지,월세,84.94,"10,000",474,선릉로 8,아파트
서울특별시 중구 신당동,843,삼성,전세,84.96,"65,000",0,청구로1길 23,아파트
서울특별시 중구 신당동,851,래미안하이베르,전세,84.97,"75,000",0,퇴계로90길 74,아파트
서울특별시 중구 신당동,843,삼성,전세,59.98,"65,000",0,청구로1길 23,아파트
서울특별시 성동구 옥수동,428,극동,월세,84.74,"11,500",165,독서당로 191,아파트
서울특별시 중구 중림동,1153,리하우스(LEEHAUS),월세,43.056,"10,000",67,서소문로6길 21,아파트
서울특별시 강남구 개포동,12,삼익대청아파트,월세,60.0,"10,000",230,개포로109길 21,아파트
서울특별시 강남구 개포동,1281,디에이치아너힐즈,전세,84.357,"136,500",0,삼성로 11,아파트
서울특별시 성동구 금호동4가,1250,롯데,전세,84.99,"80,000",0,동호로 84,아파트
서울특별시 강남구 개포동,1280,래미안블레스티지,월세,126.928,"5,000",800,선릉로 8,아파트
서울특별시 성동구 금호동2가,1215,금호자이1차,월세,117.18,"10,000",470,금호로 117,아파트
서울특별시 강남구 개포동,1282,개포래미안포레스트,전세,59.92,"101,850",0,개포로 264,아파트
서울특별시 강남구 삼성동,189,래미안라클래시,월세,84.99,"85,000",319,삼성로 651,아파트
서울특별시 중구 입정동,280,힐스테이트세운센트럴2단지,월세,45.9844,"1,000",250,을지로15길 32,아파트
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",월세,144.7,"95,000",122,압구정로 201,아파트
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",월세,157.36,"80,000",390,압구정로 201,아파트
서울특별시 강남구 삼성동,16-2,삼성동힐스테이트 1단지,월세,84.236,"20,000",435,학동로68길 29,아파트
서울특별시 강남구 압구정동,490,한양1차(영동한양),월세,78.05,"5,000",300,압구정로 321,아파트
서울특별시 강남구 도곡동,527,도곡렉슬,전세,120.8233,"155,000",0,선릉로 221,아파트
서울특별시 강남구 삼성동,189,래미안라클래시,월세,101.98,"80,000",456,삼성로 651,아파트
서울특별시 강남구 삼성동,97-2,시티(B동),월세,157.63,"40,000",200,봉은사로109길 66-7,아파트
서울특별시 용산구 이촌동,400,현대한강,전세,84.88,"57,750",0,이촌로34길 29,아파트
서울특별시 강남구 삼성동,99,삼부아파트102동,전세,81.21,"72,000",0,봉은사로111길 34,아파트
서울특별시 용산구 이촌동,402,강촌,월세,84.905,"10,000",370,이촌로87길 13,아파트
서울특별시 성동구 금호동4가,1250,롯데,전세,84.99,"80,000",0,동호로 84,아파트
서울특별시 중구 신당동,851,래미안하이베르,전세,84.97,"75,000",0,퇴계로90길 74,아파트
서울특별시 강남구 삼성동,16-2,삼성동힐스테이트 1단지,월세,84.419,"30,000",390,학동로68길 29,아파트
서울특별시 강남구 삼성동,188,삼성동센트럴아이파크,월세,84.99,"100,000",250,삼성로 629,아파트
서울특별시 강남구 도곡동,467-29,타워팰리스3,전세,124.641,"183,750",0,언주로30길 26,아파트
서울특별시 성동구 성수동1가,718,트리마제,전세,136.5606,"340,000",0,왕십리로 16,아파트
서울특별시 용산구 이촌동,404,한가람,전세,84.89,"93,000",0,이촌로71길 10,아파트
서울특별시 중구 신당동,844,남산타운,전세,114.88,"81,900",0,다산로 32,아파트
서울특별시 중구 신당동,844,남산타운,전세,114.88,"81,900",0,다산로 32,아파트
서울특별시 강남구 논현동,130-9,KIRINHILLS,월세,19.78,"1,000",107,논현로 661,아파트
서울특별시 강남구 논현동,130-9,KIRINHILLS,월세,16.72,"1,000",105,논현로 661,아파트
서울특별시 용산구 이촌동,414,이촌코오롱(B),전세,84.78,"100,000",0,이촌로89길 32,아파트
서울특별시 용산구 이촌동,402,강촌,전세,59.12,"63,000",0,이촌로87길 14,아파트
서울특별시 용산구 이촌동,418,동부센트레빌,전세,100.92,"130,000",0,이촌로 174,아파트
서울특별시 용산구 이촌동,418,동부센트레빌,전세,100.92,"111,000",0,이촌로 174,아파트
서울특별시 종로구 평창동,145-5,일성빌라트,월세,84.99,"10,000",150,평창문화로 119,아파트
서울특별시 용산구 후암동,423-1,후암미주,전세,64.26,"35,000",0,후암로 71-1,아파트
서울특별시 강남구 도곡동,953-1,SK허브프리모,월세,67.57,"5,000",265,강남대로 240,아파트
서울특별시 용산구 문배동,40-19,삼라마이다스빌2,월세,84.98,"10,000",215,백범로90라길 28,아파트
서울특별시 용산구 이촌동,404,한가람,전세,59.88,"24,310",0,이촌로 201,아파트
서울특별시 강남구 대치동,511,한보미도맨션2,전세,115.05,"117,000",0,삼성로 150,아파트
서울특별시 강남구 대치동,316,은마,월세,84.43,"10,000",232,삼성로 212,아파트
서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),전세,33.11,"32,000",0,테헤란로 428,아파트
서울특별시 강남구 대치동,316,은마,전세,76.79,"75,000",0,삼성로 212,아파트
서울특별시 성동구 성수동1가,479-1,강변동양,전세,84.95,"63,000",0,둘레길 21,아파트
서울특별시 성동구 성수동1가,723,서울숲아이파크리버포레2차,전세,59.9919,"105,000",0,왕십리로 135,아파트
서울특별시 성동구 성수동1가,723,서울숲아이파크리버포레2차,전세,59.986,"105,000",0,왕십리로 135,아파트
서울특별시 성동구 성수동1가,706,쌍용,전세,84.78,"83,000",0,상원길 63,아파트
서울특별시 강남구 삼성동,50,현대힐스테이트2단지,월세,40.586,"5,000",280,삼성로111길 8,아파트
서울특별시 성동구 옥수동,561,래미안 옥수 리버젠,월세,59.84,"10,000",300,매봉길 15,아파트
서울특별시 강남구 청담동,134-16,신동아,전세,84.94,"70,000",0,학동로105길 30,아파트
서울특별시 강남구 대치동,1030,대치르엘,월세,59.9972,"60,100",270,도곡로93길 23,아파트
서울특별시 강남구 대치동,670,동부센트레빌,월세,161.47,"320,000",60,선릉로 206,아파트
서울특별시 성동구 행당동,347,대림e-편한세상,전세,59.96,"47,000",0,행당로 79,아파트
서울특별시 강남구 논현동,22,신동아(22),월세,35.73,"2,000",150,강남대로146길 28,아파트
서울특별시 강남구 논현동,276-1,아크로힐스논현,월세,84.13,"70,000",300,언주로 604,아파트
서울특별시 강남구 논현동,106,펜트힐캐스케이드,전세,43.01,"63,000",0,언주로 720,아파트
서울특별시 성동구 옥수동,4,현대,월세,71.05,"15,000",180,독서당로40길 25,아파트
서울특별시 종로구 무악동,60,인왕산아이파크,월세,84.858,"10,500",230,통일로18길 9,아파트
서울특별시 강동구 암사동,414-2,롯데캐슬퍼스트,월세,59.99,"5,000",270,고덕로 131,아파트
서울특별시 강동구 성내동,419,집앤사비카,전세,16.66,"24,700",0,풍성로 188,아파트
서울특별시 강동구 성내동,25-1,이안강동,전세,84.47,"56,000",0,천호대로162길 34,아파트
서울특별시 강동구 성내동,565,선광,전세,51.83,"48,000",0,성내로14길 18,아파트
서울특별시 강동구 성내동,608,힐데스하임올림픽파크아파트,월세,76.04,"30,000",200,강동대로55길 39,아파트
서울특별시 강동구 성내동,601,하나플러스ll,전세,84.99,"54,600",0,양재대로85길 60,아파트
서울특별시 강동구 성내동,609,천호역효성해링턴타워,월세,16.09,"5,990",43,올림픽로 610,아파트
서울특별시 강동구 성내동,606,올림픽파크한양수자인,전세,115.88,"160,000",0,성내로 80,아파트
서울특별시 강동구 성내동,244-6,건영아모리움,월세,10.3215,"1,000",57,천호대로176길 10-12,아파트
서울특별시 강동구 성내동,565,선광,전세,51.83,"48,000",0,성내로14길 18,아파트
서울특별시 강동구 암사동,509,선사현대아파트,월세,59.64,"44,100",35,상암로 11,아파트
서울특별시 강동구 암사동,509,선사현대아파트,월세,59.64,"44,100",35,상암로 11,아파트
서울특별시 강동구 암사동,414-2,롯데캐슬퍼스트,전세,84.98,"78,000",0,고덕로 131,아파트
서울특별시 강동구 둔촌동,546,신성둔촌미소지움1,월세,84.86,"29,000",100,명일로 102,아파트
서울특별시 강동구 강일동,114,강동리버스트4단지,전세,59.99,"44,000",0,아리수로93가길 110,아파트
서울특별시 강동구 강일동,684,강일리버파크6단지,월세,84.53,"10,000",150,아리수로94길 19,아파트
서울특별시 강동구 강일동,72,힐스테이트리슈빌강일,월세,84.8942,"20,000",230,아리수로93다길 80,아파트
서울특별시 강동구 천호동,44,금호아파트,월세,27.61,"5,000",50,양재대로 1557,아파트
서울특별시 강동구 천호동,571,래미안강동팰리스,전세,84.97,"85,000",0,천호대로 1077,아파트
서울특별시 강동구 천호동,55-4,천호롯데아파트,전세,114.68,"60,000",0,천중로 161,아파트
서울특별시 강동구 천호동,168-6,현대아파트,월세,44.1,"25,000",30,진황도로 47-2,아파트
서울특별시 강동구 천호동,414,두산위브센티움,월세,31.37,"1,000",90,올림픽로70길 61,아파트
서울특별시 강동구 천호동,27-5,MAIBAUM천호동아파트,월세,20.22,500,52,상암로41길 67,아파트
서울특별시 마포구 대흥동,807,마포그랑자이(2단지),전세,84.99,"104,000",0,대흥로 175,아파트
서울특별시 강서구 화곡동,924-24,리치아파트102동(924-24),월세,21.42,"19,650",2,월정로20길 58,아파트
서울특별시 강서구 화곡동,900-32,스위트132드림하우스,월세,12.85,"9,800",21,강서로7길 20-29,아파트
서울특별시 강서구 화곡동,24-135,아델리아Ⅳ,월세,16.5,"10,400",15,까치산로11길 22,아파트
서울특별시 강서구 화곡동,924-24,리치아파트102동(924-24),월세,21.42,"19,650",2,월정로20길 58,아파트
서울특별시 강서구 염창동,313,염창역동문디이스트,월세,59.95,"5,000",200,공항대로81길 14,아파트
서울특별시 강서구 염창동,292,동아,전세,84.95,"51,450",0,양천로69길 58,아파트
서울특별시 강서구 염창동,290,벽산늘푸른,전세,59.97,"38,850",0,양천로63길 52,아파트
서울특별시 강서구 염창동,292,동아,전세,59.97,"52,000",0,양천로69길 58,아파트
서울특별시 구로구 구로동,1278,구로두산위브,월세,36.88,"3,000",100,디지털로31길 85,아파트
서울특별시 구로구 구로동,97,로제리움2차,월세,14.91,100,60,가마산로26길 5,아파트
서울특별시 구로구 구로동,685-222,주공1,전세,73.08,"33,600",0,구일로4길 65,아파트
서울특별시 구로구 구로동,74-30,현대,월세,56.49,"20,000",60,구로중앙로18길 68,아파트
서울특별시 구로구 구로동,560,신도림현대,전세,80.01,"55,500",0,새말로9길 45,아파트
서울특별시 강서구 화곡동,1159,"우장산아이파크,이편한세상",전세,84.97,"69,000",0,강서로 266,아파트
서울특별시 마포구 염리동,532,마포프레스티지자이,월세,84.9472,"50,000",300,대흥로24길 24,아파트
